item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0162,Plain Emerald Canopy Sanctuary Civic Iron Aether-Edit Tuning-Fork Blade of Protocol Revision,Standard / Non-Godly,,4,Common,1,42,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,15,21,0,0,5,Verdant Point Gain,Perfect Parry Window,Kinetic Charge,Protocol Weaver,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0167,Plain Central Pillar Cloudhook Brass Junkyard Belt of Aerial Juggle,Standard / Non-Godly,,4,Common,1,37,Armor,Waist,Belt,Light,,0,0,11,1,10,Shield Break,Evolution Point Gain,Threat Control,Scrap-Tek,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0172,Plain Central Pillar Cottonweave Front-Matter Magnetic Grapple Gauntlet of Briar Binding,Standard / Non-Godly,,4,Common,1,40,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,12,18,0,0,5,Might,Cooldown Recovery,Critical Chance,Protocol Weaver,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0177,Plain Central Pillar Gridglass Magnetic Mantle of Hydraulic Burst,Standard / Non-Godly,,4,Common,1,35,Armor,Shoulders,Mantle,Light,,0,0,15,1,10,Resonance,Kinetic Charge,Protocol Rating,Scrap-Tek,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0178,Plain Emerald Canopy Sanctuary Civic Iron Haymaker Greaves of Evolution Charge,Standard / Non-Godly,,4,Common,1,37,Armor,Legs,Greaves,Light,,0,0,23,1,10,Kinetic Charge,Evolution Point Gain,Altitude Charge Gain,Kinetic Juggernaut,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0182,Plain On-Demand Arteries Wirehide Red-Pen Scrap Cannon of Mirror Deflection,Standard / Non-Godly,,4,Common,1,49,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,22,32,0,0,6,Altitude Charge Gain,Armor Pierce,Might,Protocol Weaver,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The On-Demand Arteries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0183,Plain Pachyderm Sanctuaries Cloudhook Brass Adaptive Greatsword of Sonic Reverb,Standard / Non-Godly,,4,Common,1,40,Weapon,Two-Hand Weapon,Greatsword,None,Slow,17,26,0,0,5,Scrap Charge Gain,Cooldown Recovery,Aether,Apex Mutator,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0186,Tuned Subterranean Grid Civic Iron Grav-Lift Cape of Kinetic Absorption,Standard / Non-Godly,,4,Uncommon,2,45,Armor,Back,Cape,Light,,0,0,12,1,13,Critical Chance,Focus,Verdant Point Gain,Orbital Striker,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0191,Tuned Micro-Transaction Markets Cloudhook Brass Ignition Exo-Rig of Dawnforge Resolve,Standard / Non-Godly,,4,Uncommon,2,44,Armor,Chest,Exo-Rig,Light,,0,0,35,2,12,Combo Decay Resistance,Verdant Point Gain,Resonance,Flux-Caster,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Micro-Transaction Markets,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0196,Tuned Emerald Canopy Sanctuary Cottonweave Exosphere Greaves of Hound Latch,Standard / Non-Godly,,4,Uncommon,2,43,Armor,Legs,Greaves,Light,,0,0,27,2,12,Focus,Might,Perfect Parry Window,Orbital Striker,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0207,Tuned Provisioning Sectors Ash-Tanned Void Boots of Phase-Step,Standard / Non-Godly,,5,Uncommon,2,56,Armor,Feet,Boots,Light,,0,0,23,1,16,Critical Chance,Agility,Altitude Charge Gain,Phantom-Shift,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Provisioning Sectors,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0212,Tuned Urban Sprawl Tinplate Resonant Hydraulic Knuckles of Null Ward,Standard / Non-Godly,,5,Uncommon,2,59,Weapon,Fist Weapon,Hydraulic Knuckles,None,Medium,21,32,0,0,7,Combo Decay Resistance,Scrap Charge Gain,Aether,Resonant,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0217,Tuned Emerald Canopy Sanctuary Civic Iron Stutter Bracers of Sevenfold Counter,Standard / Non-Godly,,5,Uncommon,2,54,Armor,Wrists,Bracers,Light,,0,0,18,1,15,Focus,Threat Control,Cooldown Recovery,Phantom-Shift,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0219,Plain Pachyderm Sanctuaries Cottonweave Flux Visor of Briar Binding,Standard / Non-Godly,,5,Common,1,43,Armor,Head,Visor,Light,,0,0,15,1,12,Fortitude,Aether,Focus,Flux-Caster,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0220,Plain Central Pillar Tinplate Syntax Mantle of Afterimage Echo,Standard / Non-Godly,,5,Common,1,45,Armor,Shoulders,Mantle,Light,,0,0,20,1,13,Resonance,Resonance,Resonance,Protocol Weaver,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0224,Plain Subterranean Grid Gridglass Altitude Gravity Lance of Hydraulic Burst,Standard / Non-Godly,,5,Common,1,46,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,17,26,0,0,6,Command Point Gain,Flux Charge Gain,Shield Break,Orbital Striker,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0225,Plain On-Demand Arteries Civic Iron Ratchet Boots of Evolution Charge,Standard / Non-Godly,,5,Common,1,44,Armor,Feet,Boots,Light,,0,0,18,1,12,Altitude Charge Gain,Stagger Damage,Perfect Parry Window,Scrap-Tek,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The On-Demand Arteries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0230,Plain Pachyderm Sanctuaries Cloudhook Brass Lexicon Chestplate of Sonic Reverb,Standard / Non-Godly,,5,Common,1,43,Armor,Chest,Chestplate,Light,,0,0,41,3,12,Stagger Damage,Aether,Flux Charge Gain,Protocol Weaver,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0235,Plain Emerald Canopy Sanctuary Cottonweave EMP Bracers of Flow Retention,Standard / Non-Godly,,5,Common,1,42,Armor,Wrists,Bracers,Light,,0,0,14,1,12,Perfect Parry Window,Flux Charge Gain,Kinetic Charge,Scrap-Tek,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0236,Plain Emerald Canopy Sanctuary Tinplate Guard Cloak of Siphon Guard,Standard / Non-Godly,,5,Common,1,44,Armor,Back,Cloak,Light,,0,0,12,1,12,Threat Control,Stagger Damage,Command Point Gain,Kinetic Juggernaut,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0240,Plain Pachyderm Sanctuaries Gridglass Protocol Aegis Shield of Critical Timing,Standard / Non-Godly,,5,Common,1,52,Armor,Shield,Aegis Shield,Light,,0,0,39,2,15,Aether,Agility,Threat Control,Protocol Weaver,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0241,Plain Emerald Canopy Sanctuary Civic Iron Alpha Vine Scythe of Tempo Control,Standard / Non-Godly,,5,Common,1,47,Weapon,Two-Hand Weapon,Vine Scythe,None,Medium,17,25,0,0,6,Fortitude,Aether,Focus,Apex Mutator,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 5.,Shop Inventory,Rotating shop inventory for level-5 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0254,Tuned Whispering Glade Ash-Tanned Guard Cape of Phase-Step,Standard / Non-Godly,,6,Uncommon,2,63,Armor,Back,Cape,Light,,0,0,16,1,18,Cooldown Recovery,Evolution Point Gain,Perfect Parry Window,Kinetic Juggernaut,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Whispering Glade,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0259,Tuned Raid-Rush Choke Points Tinplate Alpha Exo-Rig of Null Ward,Standard / Non-Godly,,6,Uncommon,2,62,Armor,Chest,Exo-Rig,Medium,,0,0,50,3,17,Agility,Cooldown Recovery,Flux Charge Gain,Apex Mutator,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Raid-Rush Choke Points,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0265,Tuned Whispering Glade Aether-Wood Phantom Aegis Shield of Armor Sunder,Standard / Non-Godly,,6,Uncommon,2,63,Armor,Shield,Aegis Shield,Medium,,0,0,47,3,18,Protocol Rating,Evolution Point Gain,Command Point Gain,Phantom-Shift,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Whispering Glade,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0272,Plain Subterranean Grid Civic Iron Orbital Warhammer of Evolution Charge,Standard / Non-Godly,,6,Common,1,55,Weapon,Two-Hand Weapon,Warhammer,None,Slow,25,37,0,0,7,Critical Chance,Might,Evolution Point Gain,Orbital Striker,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0277,Plain Micro-Transaction Markets Cloudhook Brass Thermal Exo-Rig of Sonic Reverb,Standard / Non-Godly,,6,Common,1,50,Armor,Chest,Exo-Rig,Light,,0,0,40,3,14,Combo Decay Resistance,Altitude Charge Gain,Agility,Flux-Caster,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Micro-Transaction Markets,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0278,Plain Emerald Canopy Sanctuary Ash-Tanned Front-Matter Bracers of Vault Momentum,Standard / Non-Godly,,6,Common,1,52,Armor,Wrists,Bracers,Light,,0,0,18,1,15,Perfect Parry Window,Verdant Point Gain,Fortitude,Protocol Weaver,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0282,Plain Emerald Canopy Sanctuary Cottonweave Tether Aether Focus of Flow Retention,Standard / Non-Godly,,6,Common,1,53,Weapon,Off Hand Focus,Aether Focus,None,Medium,13,19,0,0,6,Focus,Perfect Parry Window,Armor Pierce,Orbital Striker,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0283,Plain Pachyderm Sanctuaries Tinplate Magnetic Crossbow of Siphon Guard,Standard / Non-Godly,,6,Common,1,55,Weapon,Ranged Weapon,Crossbow,None,Medium,19,28,0,0,7,Aether,Might,Combo Decay Resistance,Scrap-Tek,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0288,Plain Whispering Glade Civic Iron Red-Pen Pauldrons of Tempo Control,Standard / Non-Godly,,6,Common,1,50,Armor,Shoulders,Pauldrons,Light,,0,0,29,2,14,Evolution Point Gain,Altitude Charge Gain,Verdant Point Gain,Protocol Weaver,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 6.,Shop Inventory,Rotating shop inventory for level-6 hubs; sold by local outfitters after regional unlock.,The Whispering Glade,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0307,Tuned Subterranean Grid Wirehide Adaptive Greaves of Hound Latch,Standard / Non-Godly,,7,Uncommon,2,61,Armor,Legs,Greaves,Light,,0,0,38,2,17,Kinetic Charge,Resonance,Fortitude,Apex Mutator,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0312,Tuned Heavy-Chewer Canyons Aether-Wood Inertia Battleaxe of Armor Sunder,Standard / Non-Godly,,7,Uncommon,2,75,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,31,47,0,0,9,Scrap Charge Gain,Stagger Damage,Combo Decay Resistance,Kinetic Juggernaut,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Heavy-Chewer Canyons,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0317,Tuned Emerald Canopy Sanctuary Ash-Tanned Data-Code Gauntlets of Thermal Shock,Standard / Non-Godly,,7,Uncommon,2,70,Armor,Hands,Gauntlets,Light,,0,0,33,2,20,Armor Pierce,Aether,Verdant Point Gain,Apex Mutator,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0319,Plain Emerald Canopy Sanctuary Civic Iron K-0NG Glaive of Evolution Charge,Standard / Non-Godly,,7,Common,1,62,Weapon,Two-Hand Weapon,Glaive,None,Medium,23,34,0,0,7,Cooldown Recovery,Protocol Rating,Cooldown Recovery,Packmaster,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0320,Plain Heavy-Chewer Canyons Aether-Wood Exosphere Battleaxe of Scrap Magnetism,Standard / Non-Godly,,7,Common,1,64,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,27,40,0,0,8,Combo Decay Resistance,Command Point Gain,Threat Control,Orbital Striker,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Heavy-Chewer Canyons,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0324,Plain Pachyderm Sanctuaries Cloudhook Brass World-Tree Mantle of Sonic Reverb,Standard / Non-Godly,,7,Common,1,57,Armor,Shoulders,Mantle,Light,,0,0,25,2,16,Agility,Shield Break,Scrap Charge Gain,Sylvan Warden,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0325,Plain Emerald Canopy Sanctuary Ash-Tanned Flux Greaves of Vault Momentum,Standard / Non-Godly,,7,Common,1,59,Armor,Legs,Greaves,Light,,0,0,37,2,17,Focus,Combo Decay Resistance,Critical Chance,Flux-Caster,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0330,Plain On-Demand Arteries Tinplate Altitude Rail Rifle of Siphon Guard,Standard / Non-Godly,,7,Common,1,62,Weapon,Ranged Weapon,Rail Rifle,None,Slow,26,38,0,0,7,Protocol Rating,Protocol Rating,Protocol Rating,Orbital Striker,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The On-Demand Arteries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0335,Plain On-Demand Arteries Civic Iron Crucible Gauntlets of Tempo Control,Standard / Non-Godly,,7,Common,1,57,Armor,Hands,Gauntlets,Light,,0,0,27,2,16,Verdant Point Gain,Shield Break,Might,Flux-Caster,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The On-Demand Arteries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0336,Plain Emerald Canopy Sanctuary Aether-Wood Lexicon Legwraps of Null Ward,Standard / Non-Godly,,7,Common,1,59,Armor,Legs,Legwraps,Light,,0,0,26,2,17,Flux Charge Gain,Combo Decay Resistance,Aether,Protocol Weaver,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0340,Plain Pachyderm Sanctuaries Cloudhook Brass Thruster Protocol Blade of Leviathan Pressure,Standard / Non-Godly,,7,Common,1,60,Weapon,Main Hand,Protocol Blade,None,Medium,20,30,0,0,7,Shield Break,Resonance,Stagger Damage,Orbital Striker,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0341,Plain Emerald Canopy Sanctuary Ash-Tanned EMP Scrap Cannon of Sevenfold Counter,Standard / Non-Godly,,7,Common,1,62,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,27,40,0,0,7,Cooldown Recovery,Protocol Rating,Cooldown Recovery,Scrap-Tek,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 7.,Shop Inventory,Rotating shop inventory for level-7 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0354,Tuned Heavy-Chewer Canyons Wirehide Lexicon Boots of Hound Latch,Standard / Non-Godly,,8,Uncommon,2,68,Armor,Feet,Boots,Light,,0,0,27,2,19,Altitude Charge Gain,Verdant Point Gain,Critical Chance,Protocol Weaver,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 8.,Shop Inventory,Rotating shop inventory for level-8 hubs; sold by local outfitters after regional unlock.,The Heavy-Chewer Canyons,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 8 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0359,Tuned Heavy-Chewer Canyons Aether-Wood EMP Gravity Lance of Armor Sunder,Standard / Non-Godly,,8,Uncommon,2,82,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,31,46,0,0,10,Stagger Damage,Might,Protocol Rating,Scrap-Tek,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 8.,Shop Inventory,Rotating shop inventory for level-8 hubs; sold by local outfitters after regional unlock.,The Heavy-Chewer Canyons,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 8 weapon tuned for early band enemies; source never requires fighting above the item level.
