item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0428,Plain Heavy-Chewer Canyons Gridglass Counterweight Thermal Scepter of Critical Timing,Standard / Non-Godly,,9,Common,1,84,Weapon,Caster Weapon,Thermal Scepter,None,Medium,29,42,0,0,10,Combo Decay Resistance,Protocol Rating,Shield Break,Kinetic Juggernaut,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 9.,Quest Reward,Reward option from Q055 — Elemental Chainhouse Intake in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q055,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 9 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0436,Prismatic Whispering Glade Gridglass Altitude Belt of Armor Sunder,Standard / Non-Godly,,9,Very Rare,4,99,Armor,Waist,Belt,Light,,0,0,31,5,28,Resonance,Agility,Combo Decay Resistance,Orbital Striker,Armor Sunder,Very Rare affix: improved Armor Sunder stat budget and one utility roll.,Quest Reward,Reward option from Q049 — Awaken the Elderbloom Node in The Whispering Glade.,The Whispering Glade,Q049,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 9 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0442,Hardened Subterranean Grid Cloudhook Brass Lexicon Exo-Rig of Hydraulic Burst,Standard / Non-Godly,,9,Rare,3,88,Armor,Chest,Exo-Rig,Medium,,0,0,71,5,25,Scrap Charge Gain,Flux Charge Gain,Stagger Damage,Protocol Weaver,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 9.,Quest Reward,Reward option from Q060 — A Union Saint in Chains in The Subterranean Grid.,The Subterranean Grid,Q060,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 9 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0447,Hardened On-Demand Arteries Cottonweave EMP Warhammer of Mirror Deflection,Standard / Non-Godly,,9,Rare,3,92,Weapon,Two-Hand Weapon,Warhammer,None,Slow,41,63,0,0,11,Armor Pierce,Agility,Evolution Point Gain,Scrap-Tek,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 9.,Quest Reward,Reward option from Q064 — Fuel for the Hunger Engines in The On-Demand Arteries.,The On-Demand Arteries,Q064,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 9 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0453,Tuned On-Demand Arteries Aether-Wood Hound Mantle of Armor Sunder,Standard / Non-Godly,,10,Uncommon,2,94,Armor,Shoulders,Mantle,Light,,0,0,41,3,26,Agility,Critical Chance,Resonance,Packmaster,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 10.,Quest Reward,Reward option from Q053 — The Defector’s Brand in The On-Demand Arteries.,The On-Demand Arteries,Q053,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0458,Tuned Micro-Transaction Markets Ash-Tanned Verdant Magnetic Grapple Gauntlet of Thermal Shock,Standard / Non-Godly,,10,Uncommon,2,97,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,29,43,0,0,12,Kinetic Charge,Focus,Perfect Parry Window,Sylvan Warden,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 10.,Quest Reward,Reward option from Q057 — The Propaganda Mint in The Micro-Transaction Markets.,The Micro-Transaction Markets,Q057,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 10 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0464,Tuned Subterranean Grid Wirehide Thruster Gauntlets of Mirror Deflection,Standard / Non-Godly,,10,Uncommon,2,94,Armor,Hands,Gauntlets,Light,,0,0,44,3,26,Verdant Point Gain,Critical Chance,Armor Pierce,Orbital Striker,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 10.,Quest Reward,Reward option from Q068 — The Clockwork Witness in The Subterranean Grid.,The Subterranean Grid,Q068,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0470,Plain Emerald Canopy Sanctuary Cottonweave Protocol Visor of Flow Retention,Standard / Non-Godly,,10,Common,1,77,Armor,Head,Visor,Light,,0,0,26,2,22,Cooldown Recovery,Fortitude,Verdant Point Gain,Protocol Weaver,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 10.,Quest Reward,Reward option from Q048 — The Thorn Choir Unmasked in The Emerald Canopy Sanctuary.,The Emerald Canopy Sanctuary,Q048,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0476,Plain Heavy-Chewer Canyons Civic Iron Seismic Scrap Cannon of Tempo Control,Standard / Non-Godly,,10,Common,1,82,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,36,53,0,0,10,Focus,Armor Pierce,Evolution Point Gain,Kinetic Juggernaut,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 10.,Quest Reward,Reward option from Q059 — The Brass Court Summons in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q059,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 10 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0481,Plain Heavy-Chewer Canyons Cloudhook Brass Chimera Chestplate of Leviathan Pressure,Standard / Non-Godly,,10,Common,1,77,Armor,Chest,Chestplate,Medium,,0,0,74,5,22,Protocol Rating,Fortitude,Agility,Apex Mutator,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 10.,Quest Reward,Reward option from Q063 — Vale Crix’s Trial in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q063,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0484,Prismatic On-Demand Arteries Civic Iron Orbital Helm of Briar Binding,Standard / Non-Godly,,10,Very Rare,4,110,Armor,Head,Helm,Medium,,0,0,51,8,31,Altitude Charge Gain,Altitude Charge Gain,Altitude Charge Gain,Orbital Striker,Briar Binding,Very Rare affix: improved Briar Binding stat budget and one utility roll.,Quest Reward,Reward option from Q053 — The Defector’s Brand in The On-Demand Arteries.,The On-Demand Arteries,Q053,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0489,Hardened Micro-Transaction Markets Cloudhook Brass Thermal Rail Rifle of Hydraulic Burst,Standard / Non-Godly,,10,Rare,3,101,Weapon,Ranged Weapon,Rail Rifle,None,Slow,41,63,0,0,12,Stagger Damage,Perfect Parry Window,Aether,Flux-Caster,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 10.,Quest Reward,Reward option from Q057 — The Propaganda Mint in The Micro-Transaction Markets.,The Micro-Transaction Markets,Q057,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 10 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0494,Hardened Molten Forge Cottonweave Tether Boots of Mirror Deflection,Standard / Non-Godly,,10,Rare,3,96,Armor,Feet,Boots,Light,,0,0,39,2,27,Perfect Parry Window,Evolution Point Gain,Cooldown Recovery,Orbital Striker,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 10.,Quest Reward,Reward option from Q061 — Molten Rail Yard Run in The Molten Forge.,The Molten Forge,Q061,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0499,Hardened Micro-Transaction Markets Gridglass Glacial Protocol Blade of Dream Memory,Standard / Non-Godly,,10,Rare,3,99,Weapon,Main Hand,Protocol Blade,None,Medium,33,51,0,0,12,Aether,Cooldown Recovery,Scrap Charge Gain,Flux-Caster,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 10.,Quest Reward,Reward option from Q065 — Blueprints Under the Ash in The Micro-Transaction Markets.,The Micro-Transaction Markets,Q065,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 10 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0500,Hardened On-Demand Arteries Civic Iron Red-Pen Gauntlets of Flow Retention,Standard / Non-Godly,,10,Rare,3,97,Armor,Hands,Gauntlets,Light,,0,0,45,3,27,Fortitude,Perfect Parry Window,Critical Chance,Protocol Weaver,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 10.,Quest Reward,Reward option from Q072 — Free Gear Uprising in The On-Demand Arteries.,The On-Demand Arteries,Q072,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0501,Tuned Scrap-Yard Labyrinth Sapglass Latch Boots of Briar Binding,Standard / Non-Godly,,11,Uncommon,2,92,Armor,Feet,Boots,Light,,0,0,37,2,26,Kinetic Charge,Agility,Cooldown Recovery,Packmaster,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 11.,Quest Reward,Reward option from Q071 — The Iron Crown Lies in The Scrap-Yard Labyrinth.,The Scrap-Yard Labyrinth,Q071,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 11 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0506,Tuned Molten Forge Moon-Silver Briar Hydraulic Knuckles of Hydraulic Burst,Standard / Non-Godly,,11,Uncommon,2,95,Weapon,Fist Weapon,Hydraulic Knuckles,None,Medium,34,52,0,0,11,Scrap Charge Gain,Scrap Charge Gain,Scrap Charge Gain,Sylvan Warden,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 11.,Quest Reward,Reward option from Q074 — Duel with Lord-Marshal Krann in The Molten Forge.,The Molten Forge,Q074,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0511,Tuned Burning Playa Cindervale Steel Handler Bracers of Mirror Deflection,Standard / Non-Godly,,11,Uncommon,2,101,Armor,Wrists,Bracers,Light,,0,0,34,2,28,Armor Pierce,Threat Control,Fortitude,Packmaster,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 11.,Quest Reward,Reward option from Q077 — The Navigator’s Thirst in The Burning Playa.,The Burning Playa,Q077,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 11 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0516,Tuned Burning Playa Pressure-Sealed Sylvan Briar Bow of Dream Memory,Standard / Non-Godly,,11,Uncommon,2,104,Weapon,Ranged Weapon,Briar Bow,None,Medium,34,52,0,0,12,Threat Control,Command Point Gain,Combo Decay Resistance,Sylvan Warden,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 11.,Quest Reward,Reward option from Q080 — The Glassmith’s Price in The Burning Playa.,The Burning Playa,Q080,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0523,Plain Micro-Transaction Markets Null-Iron Scrap Cape of Tempo Control,Standard / Non-Godly,,11,Common,1,85,Armor,Back,Cape,Light,,0,0,22,1,24,Kinetic Charge,Agility,Cooldown Recovery,Scrap-Tek,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 11.,Quest Reward,Reward option from Q065 — Blueprints Under the Ash in The Micro-Transaction Markets.,The Micro-Transaction Markets,Q065,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 11 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0528,Plain Subterranean Grid Mirror-Glass EPI Flux Staff of Leviathan Pressure,Standard / Non-Godly,,11,Common,1,88,Weapon,Two-Hand Focus,Flux Staff,None,Medium,31,46,0,0,11,Scrap Charge Gain,Scrap Charge Gain,Scrap Charge Gain,Protocol Weaver,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 11.,Quest Reward,Reward option from Q068 — The Clockwork Witness in The Subterranean Grid.,The Subterranean Grid,Q068,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0536,Prismatic Subterranean Grid Mirror-Glass World-Tree Flux Staff of Hydraulic Burst,Standard / Non-Godly,,11,Very Rare,4,122,Weapon,Two-Hand Focus,Flux Staff,None,Medium,42,66,0,0,15,Combo Decay Resistance,Resonance,Flux Charge Gain,Sylvan Warden,Hydraulic Burst,Very Rare affix: improved Hydraulic Burst stat budget and one utility roll.,Quest Reward,Reward option from Q060 — A Union Saint in Chains in The Subterranean Grid.,The Subterranean Grid,Q060,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0542,Hardened Magma-Core Forges Greenfire Altitude Chestplate of Sonic Reverb,Standard / Non-Godly,,11,Rare,3,106,Armor,Chest,Chestplate,Heavy,,0,0,102,7,30,Aether,Shield Break,Command Point Gain,Orbital Striker,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 11.,Quest Reward,Reward option from Q070 — Krann’s Peace Offer in The Magma-Core Forges.,The Magma-Core Forges,Q070,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 11 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0547,Hardened Micro-Transaction Markets Null-Iron Crucible Void Chakrams of Flow Retention,Standard / Non-Godly,,11,Rare,3,109,Weapon,Thrown Weapon,Void Chakrams,None,Fast,32,50,0,0,13,Evolution Point Gain,Resonance,Focus,Flux-Caster,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 11.,Quest Reward,Reward option from Q073 — Break the Chainhouse in The Micro-Transaction Markets.,The Micro-Transaction Markets,Q073,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0553,Tuned Heavy-Chewer Canyons Moon-Silver Stutter Exo-Rig of Hydraulic Burst,Standard / Non-Godly,,12,Uncommon,2,99,Armor,Chest,Exo-Rig,Medium,,0,0,80,5,28,Stagger Damage,Cooldown Recovery,Threat Control,Phantom-Shift,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 12.,Quest Reward,Reward option from Q059 — The Brass Court Summons in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q059,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0558,Tuned Heavy-Chewer Canyons Cindervale Steel Wub Greaves of Mirror Deflection,Standard / Non-Godly,,12,Uncommon,2,109,Armor,Legs,Greaves,Medium,,0,0,68,4,31,Perfect Parry Window,Kinetic Charge,Critical Chance,Resonant,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 12.,Quest Reward,Reward option from Q063 — Vale Crix’s Trial in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q063,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0564,Tuned Molten Forge Sapglass Verdant One-Hand Sword of Flow Retention,Standard / Non-Godly,,12,Uncommon,2,103,Weapon,Main Hand,One-Hand Sword,None,Medium,34,52,0,0,12,Fortitude,Cooldown Recovery,Altitude Charge Gain,Sylvan Warden,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 12.,Quest Reward,Reward option from Q074 — Duel with Lord-Marshal Krann in The Molten Forge.,The Molten Forge,Q074,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 12 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0570,Plain Burning Playa Null-Iron Thruster Helm of Tempo Control,Standard / Non-Godly,,12,Common,1,92,Armor,Head,Helm,Light,,0,0,43,3,26,Altitude Charge Gain,Evolution Point Gain,Kinetic Charge,Orbital Striker,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 12.,Quest Reward,Reward option from Q085 — The Silent Cartographer in The Burning Playa.,The Burning Playa,Q085,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0576,Plain Micro-Transaction Markets Leviathan Pearl Protocol Aether Focus of Sevenfold Counter,Standard / Non-Godly,,12,Common,1,97,Weapon,Off Hand Focus,Aether Focus,None,Medium,24,35,0,0,12,Armor Pierce,Perfect Parry Window,Focus,Protocol Weaver,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 12.,Quest Reward,Reward option from Q065 — Blueprints Under the Ash in The Micro-Transaction Markets.,The Micro-Transaction Markets,Q065,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 12 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0581,Plain Molten Forge Greenfire Hydraulic Mask of Vine Pull,Standard / Non-Godly,,12,Common,1,92,Armor,Head,Mask,Light,,0,0,34,2,26,Threat Control,Evolution Point Gain,Shield Break,Scrap-Tek,Vine Pull,Standard affix: modest Vine Pull bonus appropriate for level 12.,Quest Reward,Reward option from Q069 — Broadcast from the Smokestacks in The Molten Forge.,The Molten Forge,Q069,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0584,Prismatic Heavy-Chewer Canyons Leviathan Pearl Root Aether Focus of Evolution Charge,Standard / Non-Godly,,12,Very Rare,4,134,Weapon,Off Hand Focus,Aether Focus,None,Medium,31,50,0,0,16,Focus,Critical Chance,Fortitude,Sylvan Warden,Evolution Charge,Very Rare affix: improved Evolution Charge stat budget and one utility roll.,Quest Reward,Reward option from Q059 — The Brass Court Summons in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q059,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 12 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0589,Hardened Heavy-Chewer Canyons Greenfire Latch Exo-Rig of Sonic Reverb,Standard / Non-Godly,,12,Rare,3,114,Armor,Chest,Exo-Rig,Medium,,0,0,92,6,32,Protocol Rating,Focus,Combo Decay Resistance,Packmaster,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 12.,Quest Reward,Reward option from Q063 — Vale Crix’s Trial in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q063,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0594,Hardened Heavy-Chewer Canyons Null-Iron Briar Command Whistle of Flow Retention,Standard / Non-Godly,,12,Rare,3,117,Weapon,Handler Focus,Command Whistle,None,Medium,27,42,0,0,14,Verdant Point Gain,Verdant Point Gain,Verdant Point Gain,Sylvan Warden,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 12.,Quest Reward,Reward option from Q067 — Rescue at Furnace Mile in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q067,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 12 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0599,Hardened Scrap-Yard Labyrinth Mirror-Glass Handler Mask of Critical Timing,Standard / Non-Godly,,12,Rare,3,112,Armor,Head,Mask,Light,,0,0,42,3,31,Shield Break,Might,Resonance,Packmaster,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 12.,Quest Reward,Reward option from Q071 — The Iron Crown Lies in The Scrap-Yard Labyrinth.,The Scrap-Yard Labyrinth,Q071,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0600,Hardened Playa of Ash Leviathan Pearl Tether Pauldrons of Tempo Control,Standard / Non-Godly,,12,Rare,3,114,Armor,Shoulders,Pauldrons,Medium,,0,0,67,4,32,Cooldown Recovery,Focus,Evolution Point Gain,Orbital Striker,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 12.,Quest Reward,Reward option from Q078 — Tracks Across Glassdune Sea in The Playa of Ash.,The Playa of Ash,Q078,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0601,Tuned Sonic Badlands Null-Iron Phantom Greaves of Evolution Charge,Standard / Non-Godly,,13,Uncommon,2,108,Armor,Legs,Greaves,Medium,,0,0,67,4,30,Perfect Parry Window,Resonance,Verdant Point Gain,Phantom-Shift,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 13.,Quest Reward,Reward option from Q094 — The Sunken Star Speaks in The Sonic Badlands.,The Sonic Badlands,Q094,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0606,Tuned Heavy-Chewer Canyons Mirror-Glass Tuning Battleaxe of Sonic Reverb,Standard / Non-Godly,,13,Uncommon,2,111,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,46,70,0,0,13,Aether,Stagger Damage,Resonance,Resonant,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 13.,Quest Reward,Reward option from Q067 — Rescue at Furnace Mile in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q067,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0611,Tuned Scrap-Yard Labyrinth Sapglass Flux Gauntlets of Flow Retention,Standard / Non-Godly,,13,Uncommon,2,106,Armor,Hands,Gauntlets,Medium,,0,0,49,3,30,Evolution Point Gain,Aether,Perfect Parry Window,Phantom-Shift,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 13.,Quest Reward,Reward option from Q071 — The Iron Crown Lies in The Scrap-Yard Labyrinth.,The Scrap-Yard Labyrinth,Q071,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0616,Tuned Heavy-Chewer Canyons Moon-Silver Tempo Rail Rifle of Critical Timing,Standard / Non-Godly,,13,Uncommon,2,120,Weapon,Ranged Weapon,Rail Rifle,None,Slow,49,74,0,0,14,Flux Charge Gain,Flux Charge Gain,Flux Charge Gain,Resonant,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 13.,Quest Reward,Reward option from Q075 — Cindervale Breathes Free in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q075,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0618,Plain Sonic Badlands Pressure-Sealed Tether Mantle of Null Ward,Standard / Non-Godly,,13,Common,1,101,Armor,Shoulders,Mantle,Light,,0,0,44,3,28,Stagger Damage,Shield Break,Combo Decay Resistance,Orbital Striker,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 13.,Quest Reward,"Reward option from Q089 — Seven Mirrors, One Truth in The Sonic Badlands.",The Sonic Badlands,Q089,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0623,Plain Burning Playa Leviathan Pearl Glacial Tuning-Fork Blade of Sevenfold Counter,Standard / Non-Godly,,13,Common,1,104,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,36,53,0,0,12,Perfect Parry Window,Resonance,Verdant Point Gain,Flux-Caster,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 13.,Quest Reward,Reward option from Q093 — Descent Beneath the Glass in The Burning Playa.,The Burning Playa,Q093,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0626,Prismatic Sonic Badlands Pressure-Sealed Sub-Bass Protocol Blade of Afterimage Echo,Standard / Non-Godly,,13,Very Rare,4,144,Weapon,Main Hand,Protocol Blade,None,Medium,47,74,0,0,17,Agility,Scrap Charge Gain,Threat Control,Resonant,Afterimage Echo,Very Rare affix: improved Afterimage Echo stat budget and one utility roll.,Quest Reward,Reward option from Q083 — The Black Comet Map in The Sonic Badlands.,The Sonic Badlands,Q083,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0631,Prismatic Phonetic Wastes Leviathan Pearl Void Helm of Evolution Charge,Standard / Non-Godly,,13,Very Rare,4,139,Armor,Head,Helm,Medium,,0,0,65,10,39,Kinetic Charge,Threat Control,Critical Chance,Phantom-Shift,Evolution Charge,Very Rare affix: improved Evolution Charge stat budget and one utility roll.,Quest Reward,Reward option from Q087 — Vault of Shattered Suns in The Phonetic Wastes.,The Phonetic Wastes,Q087,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0636,Hardened Sonic Badlands Greenfire Resonant Greatsword of Sonic Reverb,Standard / Non-Godly,,13,Rare,3,127,Weapon,Two-Hand Weapon,Greatsword,None,Slow,54,83,0,0,15,Scrap Charge Gain,Command Point Gain,Protocol Rating,Resonant,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 13.,Quest Reward,Reward option from Q091 — Raid on the Mirror Caravan in The Sonic Badlands.,The Sonic Badlands,Q091,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0642,Hardened Scrap-Yard Labyrinth Pressure-Sealed World-Tree Mask of Siphon Guard,Standard / Non-Godly,,13,Rare,3,124,Armor,Head,Mask,Medium,,0,0,46,3,35,Shield Break,Threat Control,Aether,Sylvan Warden,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 13.,Quest Reward,Reward option from Q071 — The Iron Crown Lies in The Scrap-Yard Labyrinth.,The Scrap-Yard Labyrinth,Q071,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0647,Hardened Heavy-Chewer Canyons Leviathan Pearl Hound Gauntlets of Tempo Control,Standard / Non-Godly,,13,Rare,3,123,Armor,Hands,Gauntlets,Medium,,0,0,57,4,34,Might,Command Point Gain,Cooldown Recovery,Packmaster,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 13.,Quest Reward,Reward option from Q075 — Cindervale Breathes Free in The Heavy-Chewer Canyons.,The Heavy-Chewer Canyons,Q075,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
