item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-G-052,Ascendant Colossus Relics: Ascendant Colossus Cuirass of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1071,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1079,184,379,Protocol Rating,Command Point Gain,Scrap Charge Gain,Kinetic Juggernaut,Armor Sunder,"Godly unique: mirrors enemy aggro when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-053,Ascendant Colossus Relics: Ascendant Colossus Gauntlets of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1074,Armor,Hands,Gauntlets,Mythic Light,,0,0,581,100,380,Evolution Point Gain,Altitude Charge Gain,Verdant Point Gain,Kinetic Juggernaut,Armor Sunder,"Godly unique: detonates evolution stacks when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-054,Ascendant Colossus Relics: Ascendant Colossus Greaves of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1077,Armor,Legs,Greaves,Mythic Heavy,,0,0,583,102,380,Command Point Gain,Scrap Charge Gain,Flux Charge Gain,Kinetic Juggernaut,Armor Sunder,"Godly unique: rewrites thermal primers when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-055,Ascendant Colossus Relics: Ascendant Colossus Boots of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1080,Armor,Feet,Boots,Mythic Light,,0,0,586,104,382,Altitude Charge Gain,Verdant Point Gain,Critical Chance,Kinetic Juggernaut,Armor Sunder,"Godly unique: overclocks void rifts when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-056,Ascendant Colossus Relics: Ascendant Colossus Blade of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1092,Weapon,Two-Hand Weapon,Greatsword,None,Slow,437,825,0,0,136,Verdant Point Gain,Critical Chance,Armor Pierce,Kinetic Juggernaut,Armor Sunder,"Godly unique: overclocks critical windows after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-057,Ascendant Colossus Relics: Ascendant Colossus Staff of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1095,Weapon,Two-Hand Focus,Flux Staff,None,Medium,361,681,0,0,137,Flux Charge Gain,Stagger Damage,Shield Break,Kinetic Juggernaut,Armor Sunder,"Godly unique: suspends combo decay after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-058,Ascendant Colossus Relics: Ascendant Colossus Lance of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1098,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,387,728,0,0,139,Critical Chance,Armor Pierce,Cooldown Recovery,Kinetic Juggernaut,Armor Sunder,"Godly unique: fractures boss armor after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-059,Ascendant Colossus Relics: Ascendant Colossus Edge of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1101,Weapon,Main Hand,Protocol Blade,None,Medium,348,654,0,0,140,Stagger Damage,Shield Break,Combo Decay Resistance,Kinetic Juggernaut,Armor Sunder,"Godly unique: harmonizes zero-G lanes after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-060,Ascendant Colossus Relics: Ascendant Colossus Focus of Armor Sunder,Godly Unique,Ascendant Colossus Relics,40,Godly,9,1104,Weapon,Main Hand,Data-Katana,None,Fast,336,631,0,0,141,Armor Pierce,Cooldown Recovery,Perfect Parry Window,Kinetic Juggernaut,Armor Sunder,"Godly unique: anchors aether shields after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Ascendant Colossus challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Burning Playa,Ascendant Colossus,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-061,Leviathan Code Treasury: Leviathan Code Crown of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1080,Armor,Head,Crown,Mythic Light,,0,0,584,100,386,Armor Pierce,Cooldown Recovery,Perfect Parry Window,Resonant,Leviathan Pressure,"Godly unique: mirrors evolution stacks when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-062,Leviathan Code Treasury: Leviathan Code Cuirass of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1072,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1078,184,383,Shield Break,Combo Decay Resistance,Threat Control,Resonant,Leviathan Pressure,"Godly unique: detonates thermal primers when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-063,Leviathan Code Treasury: Leviathan Code Gauntlets of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1075,Armor,Hands,Gauntlets,Mythic Light,,0,0,581,100,383,Cooldown Recovery,Perfect Parry Window,Might,Resonant,Leviathan Pressure,"Godly unique: rewrites void rifts when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-064,Leviathan Code Treasury: Leviathan Code Greaves of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1078,Armor,Legs,Greaves,Mythic Heavy,,0,0,583,102,384,Combo Decay Resistance,Threat Control,Agility,Resonant,Leviathan Pressure,"Godly unique: overclocks tether webs when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-065,Leviathan Code Treasury: Leviathan Code Boots of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1081,Armor,Feet,Boots,Mythic Light,,0,0,585,102,384,Perfect Parry Window,Might,Focus,Resonant,Leviathan Pressure,"Godly unique: suspends critical windows when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-066,Leviathan Code Treasury: Leviathan Code Blade of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1105,Weapon,Two-Hand Weapon,Greatsword,None,Slow,442,835,0,0,137,Might,Focus,Fortitude,Resonant,Leviathan Pressure,"Godly unique: suspends zero-G lanes after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-067,Leviathan Code Treasury: Leviathan Code Staff of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1097,Weapon,Two-Hand Focus,Flux Staff,None,Medium,362,682,0,0,137,Agility,Aether,Resonance,Resonant,Leviathan Pressure,"Godly unique: fractures aether shields after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-068,Leviathan Code Treasury: Leviathan Code Lance of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1100,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,387,729,0,0,138,Focus,Fortitude,Kinetic Charge,Resonant,Leviathan Pressure,"Godly unique: harmonizes enemy aggro after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-069,Leviathan Code Treasury: Leviathan Code Edge of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1103,Weapon,Main Hand,Protocol Blade,None,Medium,348,655,0,0,140,Aether,Resonance,Protocol Rating,Resonant,Leviathan Pressure,"Godly unique: anchors evolution stacks after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-070,Leviathan Code Treasury: Leviathan Code Focus of Leviathan Pressure,Godly Unique,Leviathan Code Treasury,40,Godly,9,1106,Weapon,Main Hand,Data-Katana,None,Fast,336,631,0,0,141,Fortitude,Kinetic Charge,Evolution Point Gain,Resonant,Leviathan Pressure,"Godly unique: transmutes thermal primers after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Leviathan Code challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Reggae-Dub Oasis,Leviathan Code,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-071,Hollow Moon Keystone: Hollow Moon Crown of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1081,Armor,Head,Crown,Mythic Light,,0,0,584,98,390,Fortitude,Kinetic Charge,Evolution Point Gain,Orbital Striker,Aerial Juggle,"Godly unique: detonates void rifts when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-072,Hollow Moon Keystone: Hollow Moon Cuirass of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1084,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1089,186,390,Resonance,Protocol Rating,Command Point Gain,Orbital Striker,Aerial Juggle,"Godly unique: rewrites tether webs when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-073,Hollow Moon Keystone: Hollow Moon Gauntlets of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1076,Armor,Hands,Gauntlets,Mythic Light,,0,0,581,100,387,Kinetic Charge,Evolution Point Gain,Altitude Charge Gain,Orbital Striker,Aerial Juggle,"Godly unique: overclocks critical windows when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-074,Hollow Moon Keystone: Hollow Moon Greaves of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1079,Armor,Legs,Greaves,Mythic Heavy,,0,0,583,102,387,Protocol Rating,Command Point Gain,Scrap Charge Gain,Orbital Striker,Aerial Juggle,"Godly unique: suspends combo decay when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-075,Hollow Moon Keystone: Hollow Moon Boots of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1082,Armor,Feet,Boots,Mythic Light,,0,0,585,102,388,Evolution Point Gain,Altitude Charge Gain,Verdant Point Gain,Orbital Striker,Aerial Juggle,"Godly unique: fractures boss armor when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-076,Hollow Moon Keystone: Hollow Moon Blade of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1107,Weapon,Two-Hand Weapon,Greatsword,None,Slow,443,834,0,0,137,Altitude Charge Gain,Verdant Point Gain,Critical Chance,Orbital Striker,Aerial Juggle,"Godly unique: fractures evolution stacks after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-077,Hollow Moon Keystone: Hollow Moon Staff of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1110,Weapon,Two-Hand Focus,Flux Staff,None,Medium,366,690,0,0,138,Scrap Charge Gain,Flux Charge Gain,Stagger Damage,Orbital Striker,Aerial Juggle,"Godly unique: harmonizes thermal primers after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-078,Hollow Moon Keystone: Hollow Moon Lance of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1102,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,387,729,0,0,138,Verdant Point Gain,Critical Chance,Armor Pierce,Orbital Striker,Aerial Juggle,"Godly unique: anchors void rifts after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-079,Hollow Moon Keystone: Hollow Moon Edge of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1105,Weapon,Main Hand,Protocol Blade,None,Medium,349,656,0,0,139,Flux Charge Gain,Stagger Damage,Shield Break,Orbital Striker,Aerial Juggle,"Godly unique: transmutes tether webs after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-080,Hollow Moon Keystone: Hollow Moon Focus of Aerial Juggle,Godly Unique,Hollow Moon Keystone,40,Godly,9,1108,Weapon,Main Hand,Data-Katana,None,Fast,337,632,0,0,141,Critical Chance,Armor Pierce,Cooldown Recovery,Orbital Striker,Aerial Juggle,"Godly unique: amplifies critical windows after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Hollow Moon challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Resonant Peaks,Hollow Moon,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-081,First Dream Schema: First Dream Crown of Dream Memory,Godly Unique,First Dream Schema,40,Godly,9,1082,Armor,Head,Crown,Mythic Light,,0,0,583,98,392,Critical Chance,Armor Pierce,Cooldown Recovery,Protocol Weaver,Dream Memory,"Godly unique: rewrites critical windows when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from First Dream challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Syndicate Spire,First Dream,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-082,First Dream Schema: First Dream Cuirass of Dream Memory,Godly Unique,First Dream Schema,40,Godly,9,1085,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1087,186,394,Stagger Damage,Shield Break,Combo Decay Resistance,Protocol Weaver,Dream Memory,"Godly unique: overclocks combo decay when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from First Dream challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Syndicate Spire,First Dream,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-083,First Dream Schema: First Dream Gauntlets of Dream Memory,Godly Unique,First Dream Schema,40,Godly,9,1088,Armor,Hands,Gauntlets,Mythic Light,,0,0,588,102,394,Armor Pierce,Cooldown Recovery,Perfect Parry Window,Protocol Weaver,Dream Memory,"Godly unique: suspends boss armor when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from First Dream challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Syndicate Spire,First Dream,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-084,First Dream Schema: First Dream Greaves of Dream Memory,Godly Unique,First Dream Schema,40,Godly,9,1080,Armor,Legs,Greaves,Mythic Heavy,,0,0,583,102,391,Shield Break,Combo Decay Resistance,Threat Control,Protocol Weaver,Dream Memory,"Godly unique: fractures zero-G lanes when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from First Dream challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Syndicate Spire,First Dream,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
