shop_id,region,sub_location,area,shop_type,shop_name,expected_first_visit_level,active_inventory_count,swap_pool_count,legendary_low_chance_count,mythological_low_chance_count
SHOP-0211,Western Wastes And Arid Plains,The Playa Of Ash,Ash Mirror Flats,Mechanic,Spanner Bay Ash,24,20,15,3,2
SHOP-0212,Western Wastes And Arid Plains,The Playa Of Ash,Dustline Camp,Armor Dye Pack Shop,Pigment Loft Dustline,24,17,15,3,2
SHOP-0213,Western Wastes And Arid Plains,The Playa Of Ash,Sculpture Ring,Marketplace,Bazaar Lane Sculpture,24,20,15,3,2
SHOP-0214,Western Wastes And Arid Plains,The Playa Of Ash,Sculpture Ring,Curio Shop,Lucky Relics Sculpture,24,21,15,3,2
SHOP-0215,Western Wastes And Arid Plains,The Playa Of Ash,Suntrack Road,Food Stall,Spice Cart Suntrack,24,22,15,3,2
SHOP-0216,Western Wastes And Arid Plains,The Playa Of Ash,Suntrack Road,Weapon Skin Shop,Skinworks Suntrack,24,19,15,3,2
SHOP-0217,Western Wastes And Arid Plains,The Playa Of Ash,Supply Beacon Row,Inn,The Moonlit Supply,24,15,15,3,2
SHOP-0218,Western Wastes And Arid Plains,The Playa Of Ash,Supply Beacon Row,Medic,Remedy Booth Supply,24,24,15,3,2
SHOP-0219,Western Wastes And Arid Plains,The Playa Of Ash,Mirage Yard,Tailor,Cloak and Cord Mirage,24,20,15,3,2
SHOP-0220,Western Wastes And Arid Plains,The Playa Of Ash,Waystation Halo,Blacksmith,Steelhouse Waystation,24,16,15,3,2
SHOP-0221,Western Wastes And Arid Plains,The Playa Of Ash,Waystation Halo,Stable,Saddle Gate Waystation,24,15,15,3,2
SHOP-0222,Western Wastes And Arid Plains,The Playa Of Ash,Dry Basin Reach,Weapon Skin Shop,Chromaforge Dry,24,23,15,3,2
SHOP-0223,Western Wastes And Arid Plains,The Playa Of Ash,Bonewind Ridge,Stable,Saddle Gate Bonewind,24,20,15,3,2
SHOP-0224,Western Wastes And Arid Plains,The Playa Of Ash,Bonewind Ridge,Curio Shop,Echo Trinkets Bonewind,24,15,15,3,2
SHOP-0225,Western Wastes And Arid Plains,The Burning Playa,Inferno Circuit,Food Stall,Lantern Kitchen Inferno,26,23,15,3,2
SHOP-0226,Western Wastes And Arid Plains,The Burning Playa,Ember Camp,Weapon Skin Shop,Skinworks Ember,26,20,15,3,2
SHOP-0227,Western Wastes And Arid Plains,The Burning Playa,Pyre Ring,Tailor,Needlehouse Pyre,26,25,15,3,2
SHOP-0228,Western Wastes And Arid Plains,The Burning Playa,Pyre Ring,Enchanter,Runelight Pyre,26,25,15,3,2
SHOP-0229,Western Wastes And Arid Plains,The Burning Playa,Firewheel Parade Route,Inn,The Iron Firewheel,26,18,15,3,2
SHOP-0230,Western Wastes And Arid Plains,The Burning Playa,Night Basin,Stable,Beast Hitch Night,26,21,15,3,2
SHOP-0231,Western Wastes And Arid Plains,The Burning Playa,Spark Gate,Relic Trader,Heritage Stand Spark,26,20,15,3,2
SHOP-0232,Western Wastes And Arid Plains,The Burning Playa,Smoke Towers,Mechanic,Repair Dock Smoke,26,25,15,3,2
SHOP-0233,Western Wastes And Arid Plains,The Burning Playa,Furnace Idol,Blacksmith,Anvil of Furnace,26,20,15,3,2
SHOP-0234,Western Wastes And Arid Plains,The Burning Playa,Furnace Idol,Tailor,Thread & Hem Furnace,26,20,15,3,2
SHOP-0235,Western Wastes And Arid Plains,The Burning Playa,Saltscar Ridge Lookout,Armor Dye Pack Shop,Shadeworks Saltscar,26,22,15,3,2
SHOP-0236,Western Wastes And Arid Plains,The Burning Playa,Saltscar Ridge Lookout,Tailor,Stitchmark Saltscar,26,22,15,3,2
SHOP-0237,Western Wastes And Arid Plains,The Rhyming Labyrinths,Verse Gate,Armor Dye Pack Shop,Dyehouse Verse,28,21,15,3,2
SHOP-0238,Western Wastes And Arid Plains,The Rhyming Labyrinths,Echo Spiral,Marketplace,Bazaar Lane Echo,28,17,15,3,2
SHOP-0239,Western Wastes And Arid Plains,The Rhyming Labyrinths,Echo Spiral,Alchemist,Tonic Cellar Echo,28,23,15,3,2
SHOP-0240,Western Wastes And Arid Plains,The Rhyming Labyrinths,Couplet Court,Medic,Field Surgery Couplet,28,24,15,3,2
SHOP-0241,Western Wastes And Arid Plains,The Rhyming Labyrinths,Meter Walk,Relic Trader,Relic Reach Meter,28,16,15,3,2
SHOP-0242,Western Wastes And Arid Plains,The Rhyming Labyrinths,Meter Walk,Food Stall,Lantern Kitchen Meter,28,25,15,3,2
SHOP-0243,Western Wastes And Arid Plains,The Rhyming Labyrinths,Glass Tongue Corridor,Weapon Skin Shop,Chromaforge Glass,28,16,15,3,2
SHOP-0244,Western Wastes And Arid Plains,The Rhyming Labyrinths,Stanza Vault,Blacksmith,Smelter of Stanza,28,18,15,3,2
SHOP-0245,Western Wastes And Arid Plains,The Rhyming Labyrinths,Rhyme Lock Arch,Inn,The Moonlit Rhyme,28,21,15,3,2
SHOP-0246,Western Wastes And Arid Plains,The Rhyming Labyrinths,Cadence Well,Food Stall,Griddle Row Cadence,28,21,15,3,2
SHOP-0247,Western Wastes And Arid Plains,The Rhyming Labyrinths,Sonic Canopy,Mechanic,Repair Dock Sonic,28,20,15,3,2
SHOP-0248,Western Wastes And Arid Plains,The Phonetic Wastes,Consonant Ridge,Enchanter,Sigil Loom Consonant,30,20,15,3,2
SHOP-0249,Western Wastes And Arid Plains,The Phonetic Wastes,Consonant Ridge,Tailor,Stitchmark Consonant,30,22,15,3,2
SHOP-0250,Western Wastes And Arid Plains,The Phonetic Wastes,Vowel Dunes,Alchemist,Tonic Cellar Vowel,30,21,15,3,2
SHOP-0251,Western Wastes And Arid Plains,The Phonetic Wastes,Vowel Dunes,General Goods,Provisions of Vowel,30,18,15,3,2
SHOP-0252,Western Wastes And Arid Plains,The Phonetic Wastes,Lexicon Flats,Armor Dye Pack Shop,Shadeworks Lexicon,30,18,15,3,2
SHOP-0253,Western Wastes And Arid Plains,The Phonetic Wastes,Syllable Sink,Weapon Skin Shop,Skinworks Syllable,30,17,15,3,2
SHOP-0254,Western Wastes And Arid Plains,The Phonetic Wastes,Syllable Sink,Relic Trader,Heritage Stand Syllable,30,20,15,3,2
SHOP-0255,Western Wastes And Arid Plains,The Phonetic Wastes,Humming Obelisk,General Goods,Supply Post Humming,30,20,15,3,2
SHOP-0256,Western Wastes And Arid Plains,The Phonetic Wastes,Humming Obelisk,Stable,Beast Hitch Humming,30,20,15,3,2
SHOP-0257,Western Wastes And Arid Plains,The Phonetic Wastes,Accent Basin,Tailor,Thread & Hem Accent,30,19,15,3,2
SHOP-0258,Western Wastes And Arid Plains,The Phonetic Wastes,Glyph Mirage,Inn,The Ember Glyph,30,22,15,3,2
SHOP-0259,Western Wastes And Arid Plains,The Phonetic Wastes,Pronunciation Gate,Tailor,Cloak and Cord Pronunciation,30,19,15,3,2
SHOP-0260,Western Wastes And Arid Plains,The Phonetic Wastes,Sonic Dust Storm,Food Stall,Spice Cart Sonic,30,24,15,3,2
SHOP-0261,Western Wastes And Arid Plains,The Phonetic Wastes,Echo Forum,Blacksmith,Hammer at Echo,30,21,15,3,2
SHOP-0262,Western Wastes And Arid Plains,The Phonetic Wastes,Echo Forum,Inn,The Ember Echo,30,23,15,3,2
SHOP-0263,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Verdant Spire Roost,Armor Dye Pack Shop,Shadeworks Verdant,20,21,15,3,2
SHOP-0264,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Canopy Arch Bridges,Inn,The Iron Canopy,20,23,15,3,2
SHOP-0265,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Vine Transit Spine,General Goods,Provisions of Vine,20,15,15,3,2
SHOP-0266,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Vine Transit Spine,Curio Shop,Echo Trinkets Vine,20,18,15,3,2
SHOP-0267,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Enchanter,Sigil Loom Luminroot,20,23,15,3,2
SHOP-0268,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Stable,Surestep Yard Luminroot,20,16,15,3,2
SHOP-0269,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Sanctuary Pools,Blacksmith,Smelter of Sanctuary,20,17,15,3,2
SHOP-0270,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Beast Battleground Route,Stable,Saddle Gate Beast,20,16,15,3,2
SHOP-0271,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Ranger Outpost: Greenwatch,Mechanic,Repair Dock Ranger,20,20,15,3,2
SHOP-0272,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Mycelial Commune,Food Stall,Hotplate Mycelial,20,21,15,3,2
SHOP-0273,Eastern Wilds And Ancient Archives,The Emerald Canopy Sanctuary,Titanroot Pass,Weapon Skin Shop,Skinworks Titanroot,20,23,15,3,2
SHOP-0274,Eastern Wilds And Ancient Archives,The Whispering Glade,Echoing Canopy,Weapon Skin Shop,Skinworks Echoing,22,25,15,3,2
SHOP-0275,Eastern Wilds And Ancient Archives,The Whispering Glade,Echoing Canopy,Inn,The Green Echoing,22,24,15,3,2
SHOP-0276,Eastern Wilds And Ancient Archives,The Whispering Glade,Hushbloom Clearing,Marketplace,Trade Circle Hushbloom,22,20,15,3,2
SHOP-0277,Eastern Wilds And Ancient Archives,The Whispering Glade,Listening Stones,Relic Trader,Heritage Stand Listening,22,17,15,3,2
SHOP-0278,Eastern Wilds And Ancient Archives,The Whispering Glade,Mistbound Pools,Armor Dye Pack Shop,Shadeworks Mistbound,22,20,15,3,2
SHOP-0279,Eastern Wilds And Ancient Archives,The Whispering Glade,Veilwalk Paths,Stable,Mount Roost Veilwalk,22,22,15,3,2
SHOP-0280,Eastern Wilds And Ancient Archives,The Whispering Glade,Veilwalk Paths,Weapon Skin Shop,EdgeLacquer Veilwalk,22,18,15,3,2
SHOP-0281,Eastern Wilds And Ancient Archives,The Whispering Glade,Scout Perches,General Goods,Provisions of Scout,22,24,15,3,2
SHOP-0282,Eastern Wilds And Ancient Archives,The Whispering Glade,Scout Perches,Food Stall,Griddle Row Scout,22,22,15,3,2
SHOP-0283,Eastern Wilds And Ancient Archives,The Whispering Glade,Ambush Clearing,Curio Shop,Curio Niche Ambush,22,18,15,3,2
SHOP-0284,Eastern Wilds And Ancient Archives,The Whispering Glade,Hollow Archives,Inn,The Wandering Hollow,22,18,15,3,2
SHOP-0285,Eastern Wilds And Ancient Archives,The Whispering Glade,Silent Bloom Gate,Blacksmith,Hammer at Silent,22,17,15,3,2
SHOP-0286,Eastern Wilds And Ancient Archives,The Whispering Glade,Silent Bloom Gate,Enchanter,Arcane Polish Silent,22,24,15,3,2
SHOP-0287,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Vinegate Entrance,Blacksmith,Smelter of,24,20,15,3,2
SHOP-0288,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Portrait Galleries,Weapon Skin Shop,Chromaforge,24,22,15,3,2
SHOP-0289,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Echo Balcony,Relic Trader,Relic Reach,24,16,15,3,2
SHOP-0290,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Pressure-Plate Bridge,Curio Shop,Echo Trinkets,24,20,15,3,2
SHOP-0291,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Pressure-Plate Bridge,General Goods,Supply Post,24,19,15,3,2
SHOP-0292,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Collapsed Gallery,Armor Dye Pack Shop,Pigment Loft,24,15,15,3,2
SHOP-0293,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Collapsed Gallery,Curio Shop,Lucky Relics,24,21,15,3,2
SHOP-0294,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Idol Chamber,Medic,Mender Post,24,24,15,3,2
SHOP-0295,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Trap-Floor Hall,Tailor,Needlehouse,24,25,15,3,2
SHOP-0296,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Forgotten Archives,Stable,Mount Roost,24,15,15,3,2
SHOP-0297,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Forgotten Archives,Alchemist,Glassleaf Phials,24,21,15,3,2
SHOP-0298,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Spirit Ward Balcony,Inn,The Iron,24,15,15,3,2
SHOP-0299,Eastern Wilds And Ancient Archives,The Canopy Portrait Halls,The Spirit Ward Balcony,Weapon Skin Shop,EdgeLacquer,24,20,15,3,2
SHOP-0300,Eastern Wilds And Ancient Archives,The Infinite Archives,The Axiom Gate,Curio Shop,Curio Niche,26,22,15,3,2
SHOP-0301,Eastern Wilds And Ancient Archives,The Infinite Archives,The Index Chamber,Inn,The Moonlit,26,23,15,3,2
SHOP-0302,Eastern Wilds And Ancient Archives,The Infinite Archives,The Rotating Stackways,Tailor,Cloak and Cord,26,21,15,3,2
SHOP-0303,Eastern Wilds And Ancient Archives,The Infinite Archives,The Memory Vaults,Enchanter,Arcane Polish,26,24,15,3,2
SHOP-0304,Eastern Wilds And Ancient Archives,The Infinite Archives,The Archivist Bridges,Medic,Field Surgery,26,22,15,3,2
SHOP-0305,Eastern Wilds And Ancient Archives,The Infinite Archives,The Archivist Bridges,Alchemist,Elixir Nook,26,24,15,3,2
SHOP-0306,Eastern Wilds And Ancient Archives,The Infinite Archives,The Chronicle Spires,Relic Trader,Oldlight Finds,26,23,15,3,2
SHOP-0307,Eastern Wilds And Ancient Archives,The Infinite Archives,The Reference Labyrinth,Weapon Skin Shop,Patternsmith,26,15,15,3,2
SHOP-0308,Eastern Wilds And Ancient Archives,The Infinite Archives,The Protocol Core,Armor Dye Pack Shop,Color Forge,26,22,15,3,2
SHOP-0309,Eastern Wilds And Ancient Archives,The Infinite Archives,The Protocol Core,Medic,Remedy Booth,26,19,15,3,2
SHOP-0310,Eastern Wilds And Ancient Archives,The Infinite Archives,The Silent Stacks,Blacksmith,Forge of,26,16,15,3,2
SHOP-0311,Eastern Wilds And Ancient Archives,The Infinite Archives,The Silent Stacks,Food Stall,Hotplate,26,25,15,3,2
SHOP-0312,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Incubation Rings,Relic Trader,Antique Vault,28,18,15,3,2
SHOP-0313,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Incubation Rings,Medic,Remedy Booth,28,17,15,3,2
SHOP-0314,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Acceleration Lanes,Stable,Beast Hitch,28,20,15,3,2
SHOP-0315,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Acceleration Lanes,General Goods,Loadout Depot,28,22,15,3,2
SHOP-0316,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Growth Laboratories,Blacksmith,Forge of,28,20,15,3,2
SHOP-0317,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Pod Vaults,Inn,The Green,28,15,15,3,2
SHOP-0318,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Pod Vaults,Alchemist,Elixir Nook,28,22,15,3,2
SHOP-0319,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Observation Decks,Weapon Skin Shop,EdgeLacquer,28,18,15,3,2
SHOP-0320,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Launch Ramps,Marketplace,Open Market,28,23,15,3,2
SHOP-0321,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Energy Stabilizers,Curio Shop,Oddments of,28,18,15,3,2
SHOP-0322,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Transit Conduits,General Goods,Provisions of,28,20,15,3,2
SHOP-0323,Eastern Wilds And Ancient Archives,The Voyage Incubator,The Calibration Core,Armor Dye Pack Shop,Dyehouse,28,19,15,3,2
SHOP-0324,Eastern Wilds And Ancient Archives,The Lichs Court,The Eternal Throne Ring,General Goods,Supply Post,30,18,15,3,2
SHOP-0325,Eastern Wilds And Ancient Archives,The Lichs Court,Hall of Reversed Gravity,Inn,The Iron Hall,30,21,15,3,2
SHOP-0326,Eastern Wilds And Ancient Archives,The Lichs Court,The Soul Spires,Enchanter,Arcane Polish,30,21,15,3,2
SHOP-0327,Eastern Wilds And Ancient Archives,The Lichs Court,The Echoing Galleries,Blacksmith,Anvil of,30,23,15,3,2
SHOP-0328,Eastern Wilds And Ancient Archives,The Lichs Court,The Echoing Galleries,Curio Shop,Echo Trinkets,30,24,15,3,2
SHOP-0329,Eastern Wilds And Ancient Archives,The Lichs Court,The Chainless Bridges,Armor Dye Pack Shop,Pigment Loft,30,22,15,3,2
SHOP-0330,Eastern Wilds And Ancient Archives,The Lichs Court,The Chainless Bridges,Blacksmith,Steelhouse,30,24,15,3,2
SHOP-0331,Eastern Wilds And Ancient Archives,The Lichs Court,The Ghostly Menagerie,Weapon Skin Shop,Skinworks,30,22,15,3,2
SHOP-0332,Eastern Wilds And Ancient Archives,The Lichs Court,The Necromantic Gardens,Alchemist,Tonic Cellar,30,21,15,3,2
SHOP-0333,Eastern Wilds And Ancient Archives,The Lichs Court,The Rift Sanctum,Tailor,Stitchmark,30,25,15,3,2
SHOP-0334,Eastern Wilds And Ancient Archives,The Lichs Court,The Rift Sanctum,Food Stall,Griddle Row,30,17,15,3,2
SHOP-0335,Eastern Wilds And Ancient Archives,The Lichs Court,The Silent Audience,Mechanic,Cog & Weld,30,19,15,3,2
SHOP-0336,Eastern Wilds And Ancient Archives,The Lichs Court,The Silent Audience,General Goods,Pack & Barrel,30,17,15,3,2
SHOP-0337,Eastern Wilds And Ancient Archives,The Evolution Arenas,The Central Convergence,Alchemist,Remedy House,32,17,15,3,2
SHOP-0338,Eastern Wilds And Ancient Archives,The Evolution Arenas,Shifting Biome Ring,Inn,The Green Shifting,32,18,15,3,2
SHOP-0339,Eastern Wilds And Ancient Archives,The Evolution Arenas,Shifting Biome Ring,Tailor,Stitchmark Shifting,32,19,15,3,2
SHOP-0340,Eastern Wilds And Ancient Archives,The Evolution Arenas,Transformation Pylons,Medic,Field Surgery Transformation,32,18,15,3,2
SHOP-0341,Eastern Wilds And Ancient Archives,The Evolution Arenas,Transformation Pylons,Weapon Skin Shop,EdgeLacquer Transformation,32,16,15,3,2
SHOP-0342,Eastern Wilds And Ancient Archives,The Evolution Arenas,Hazard Cascades,Blacksmith,Smelter of Hazard,32,17,15,3,2
SHOP-0343,Eastern Wilds And Ancient Archives,The Evolution Arenas,Modular Arena Platforms,Tailor,Stitchmark Modular,32,25,15,3,2
SHOP-0344,Eastern Wilds And Ancient Archives,The Evolution Arenas,Spectator Spires,Stable,Saddle Gate Spectator,32,21,15,3,2
SHOP-0345,Eastern Wilds And Ancient Archives,The Evolution Arenas,Adaptive Combat Zones,General Goods,Pack & Barrel Adaptive,32,19,15,3,2
SHOP-0346,Eastern Wilds And Ancient Archives,The Evolution Arenas,Adaptive Combat Zones,Armor Dye Pack Shop,Shadeworks Adaptive,32,21,15,3,2
SHOP-0347,Eastern Wilds And Ancient Archives,The Evolution Arenas,Evolution Gates,Armor Dye Pack Shop,Shadeworks Evolution,32,21,15,3,2
SHOP-0348,Eastern Wilds And Ancient Archives,The Evolution Arenas,The Primal Exodus,Weapon Skin Shop,Chromaforge,32,21,15,3,2
SHOP-0349,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Wild Harbor Ranch,Blacksmith,Hammer at Wild,34,24,15,3,2
SHOP-0350,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Wild Harbor Ranch,Stable,Mount Roost Wild,34,21,15,3,2
SHOP-0351,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Trainer's Waystation,Weapon Skin Shop,Patternsmith Trainer's,34,15,15,3,2
SHOP-0352,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Battle Circle Delta,General Goods,Supply Post Battle,34,23,15,3,2
SHOP-0353,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Battle Circle Delta,Stable,Saddle Gate Battle,34,20,15,3,2
SHOP-0354,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Research Pens Alpha,Alchemist,Remedy House Research,34,22,15,3,2
SHOP-0355,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Research Pens Alpha,Relic Trader,Oldlight Finds Research,34,23,15,3,2
SHOP-0356,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Elemental Confluence,Curio Shop,Curio Niche Elemental,34,16,15,3,2
SHOP-0357,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Tamer's Gate,Inn,The Moonlit Tamer's,34,16,15,3,2
SHOP-0358,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Hatchling Fields,Relic Trader,Antique Vault Hatchling,34,22,15,3,2
SHOP-0359,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Hatchling Fields,Inn,The Iron Hatchling,34,23,15,3,2
SHOP-0360,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Ancient Root Grove,Armor Dye Pack Shop,Pigment Loft Ancient,34,23,15,3,2
SHOP-0361,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Summit Watch,Marketplace,Merchant Court Summit,34,17,15,3,2
SHOP-0362,Eastern Wilds And Ancient Archives,The Pocket Monster Plains,Summit Watch,Stable,Saddle Gate Summit,34,17,15,3,2
SHOP-0363,Eastern Wilds And Ancient Archives,The Magma Core Forges,The Crucible Spire,Inn,The Moonlit,36,19,15,3,2
SHOP-0364,Eastern Wilds And Ancient Archives,The Magma Core Forges,The Crucible Spire,Armor Dye Pack Shop,Dyehouse,36,16,15,3,2
SHOP-0365,Eastern Wilds And Ancient Archives,The Magma Core Forges,The Hammer Halls,Curio Shop,Echo Trinkets,36,25,15,3,2
SHOP-0366,Eastern Wilds And Ancient Archives,The Magma Core Forges,Chain-Lift Depot,Armor Dye Pack Shop,Color Forge Chain-Lift,36,19,15,3,2
SHOP-0367,Eastern Wilds And Ancient Archives,The Magma Core Forges,Chain-Lift Depot,Inn,The Ember Chain-Lift,36,17,15,3,2
SHOP-0368,Eastern Wilds And Ancient Archives,The Magma Core Forges,The Smelter Towers,Tailor,Needlehouse,36,25,15,3,2
SHOP-0369,Eastern Wilds And Ancient Archives,The Magma Core Forges,The Smelter Towers,Medic,Mender Post,36,22,15,3,2
SHOP-0370,Eastern Wilds And Ancient Archives,The Magma Core Forges,Armory Vaults,Blacksmith,Smelter of Armory,36,24,15,3,2
SHOP-0371,Eastern Wilds And Ancient Archives,The Magma Core Forges,Bridge of the Anvils,Medic,Remedy Booth Bridge,36,22,15,3,2
SHOP-0372,Eastern Wilds And Ancient Archives,The Magma Core Forges,The Lava Conduits,Food Stall,Hotplate,36,24,15,3,2
SHOP-0373,Eastern Wilds And Ancient Archives,The Magma Core Forges,Geode Vent Fields,Weapon Skin Shop,EdgeLacquer Geode,36,22,15,3,2
SHOP-0374,Eastern Wilds And Ancient Archives,The Magma Core Forges,Forgeward Gate,Enchanter,Arcane Polish Forgeward,36,17,15,3,2
SHOP-0375,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Roots Gateway,General Goods,Provisions of Roots,38,19,15,3,2
SHOP-0376,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Bass Tower Groves,Blacksmith,Steelhouse Bass,38,24,15,3,2
SHOP-0377,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Bass Tower Groves,Marketplace,Open Market Bass,38,21,15,3,2
SHOP-0378,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Dub Pools,Armor Dye Pack Shop,Color Forge Dub,38,18,15,3,2
SHOP-0379,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Riddim Circle Plaza,Alchemist,Glassleaf Phials Riddim,38,17,15,3,2
SHOP-0380,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Echo Bridges,Marketplace,Trade Circle Echo,38,24,15,3,2
SHOP-0381,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Tempo Fields,Enchanter,Runelight Tempo,38,15,15,3,2
SHOP-0382,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Tempo Fields,Tailor,Thread & Hem Tempo,38,16,15,3,2
SHOP-0383,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Meditation Huts,Inn,The Rested Meditation,38,16,15,3,2
SHOP-0384,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,Dub Cascades,Relic Trader,Heritage Stand Dub,38,22,15,3,2
SHOP-0385,Eastern Wilds And Ancient Archives,The Reggae Dub Oasis,The Sub-Bass Sanctum,Weapon Skin Shop,Skinworks,38,15,15,3,2
SHOP-0386,Deep Transit System,The Subterranean Grid,Central Transfer Well,Relic Trader,Relic Reach Central,36,16,15,3,2
SHOP-0387,Deep Transit System,The Subterranean Grid,Central Transfer Well,Inn,The Quiet Central,36,15,15,3,2
SHOP-0388,Deep Transit System,The Subterranean Grid,Platform Cluster Alpha,Weapon Skin Shop,Patternsmith Platform,36,18,15,3,2
SHOP-0389,Deep Transit System,The Subterranean Grid,Maintenance Loop,Mechanic,Repair Dock Maintenance,36,16,15,3,2
SHOP-0390,Deep Transit System,The Subterranean Grid,Maintenance Loop,Alchemist,Glassleaf Phials Maintenance,36,17,15,3,2
SHOP-0391,Deep Transit System,The Subterranean Grid,Relay Control Station,General Goods,Pack & Barrel Relay,36,23,15,3,2
SHOP-0392,Deep Transit System,The Subterranean Grid,Signal Bridge,Blacksmith,Forge of Signal,36,24,15,3,2
SHOP-0393,Deep Transit System,The Subterranean Grid,Abandoned Siding,Food Stall,Spice Cart Abandoned,36,23,15,3,2
SHOP-0394,Deep Transit System,The Subterranean Grid,Abandoned Siding,Medic,Field Surgery Abandoned,36,22,15,3,2
SHOP-0395,Deep Transit System,The Subterranean Grid,Freight Vault,Armor Dye Pack Shop,Color Forge Freight,36,18,15,3,2
SHOP-0396,Deep Transit System,The Subterranean Grid,Freight Vault,General Goods,Pack & Barrel Freight,36,20,15,3,2
SHOP-0397,Deep Transit System,The Subterranean Grid,Emergency Shelter Platform,Alchemist,Glassleaf Phials Emergency,36,20,15,3,2
SHOP-0398,Deep Transit System,The Subterranean Grid,Emergency Shelter Platform,Tailor,Stitchmark Emergency,36,22,15,3,2
SHOP-0399,Deep Transit System,The Subterranean Grid,Deep Terminal Gate,Inn,The Iron Deep,36,24,15,3,2
SHOP-0400,Deep Transit System,The Private Quarantine,Intake Checkpoint,Medic,Field Surgery Intake,40,19,15,3,2
SHOP-0401,Deep Transit System,The Private Quarantine,Isolation Wing Alpha,Weapon Skin Shop,EdgeLacquer Isolation,40,21,15,3,2
SHOP-0402,Deep Transit System,The Private Quarantine,Isolation Wing Alpha,Marketplace,Open Market Isolation,40,18,15,3,2
SHOP-0403,Deep Transit System,The Private Quarantine,Decon Corridor,Armor Dye Pack Shop,Shadeworks Decon,40,25,15,3,2
SHOP-0404,Deep Transit System,The Private Quarantine,Observation Ring,Inn,The Wandering Observation,40,22,15,3,2
SHOP-0405,Deep Transit System,The Private Quarantine,Observation Ring,Medic,Mender Post Observation,40,23,15,3,2
SHOP-0406,Deep Transit System,The Private Quarantine,Sedation Ward,Curio Shop,Lucky Relics Sedation,40,19,15,3,2
SHOP-0407,Deep Transit System,The Private Quarantine,Containment Vaults,Blacksmith,Hammer at Containment,40,17,15,3,2
SHOP-0408,Deep Transit System,The Private Quarantine,Quarantine Chapel,Relic Trader,Oldlight Finds Quarantine,40,16,15,3,2
SHOP-0409,Deep Transit System,The Private Quarantine,Emergency Purge System,Tailor,Needlehouse Emergency,40,15,15,3,2
