quest_id,quest_number,quest_title,act,recommended_level,quest_type,primary_location,monster_tier,allowed_monsters,max_normal_monster_level,subquest_1_xp,subquest_2_xp,subquest_3_xp,subquest_4_xp,subquest_5_xp,subquest_6_xp,quest_completion_xp,quest_story_xp_total,boss_encounter_xp_separate,milestone_boss,reward_name,reward_type,rarity,item_power,min_level,consumables_materials,reward_note,story_unlock_from_original_outline
Q057,57,The Propaganda Mint,3 — The Iron Crown Rebellion,9,Exploration,Molten Rail Yard,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks",10,105,110,120,125,135,150,350,1095,0,,Cindervale Wayfinder Supply Cache,General Reward Cache,Uncommon+,188,9,"1x Standard Vitality Injector, 1x Combo Salve, 8x Cindervale Ingot",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q058,58,Doctor Hesh’s Impossible Clinic,3 — The Iron Crown Rebellion,10,Dungeon,Cindervale Gate,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks",10,150,160,170,185,195,215,780,1855,0,,Cindervale Delver Cache: Gloves or Weapon-Mod Choice,Dungeon Gear Choice Cache,Uncommon+,207,10,"1x Standard Vitality Injector, 1x Combo Salve, 9x Cindervale Ingot",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q059,59,The Brass Court Summons,3 — The Iron Crown Rebellion,10,Boss,Ashline Tenements,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks",10,145,155,165,175,185,215,850,1890,0,,Cindervale Elite Spoils Cache: Gloves Pattern,Elite Gear Pattern,Uncommon+,210,10,"1x Standard Vitality Injector, 1x Combo Salve, 9x Cindervale Ingot",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q060,60,A Union Saint in Chains,3 — The Iron Crown Rebellion,10,Moral,Elemental Chainhouse,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks",10,150,160,170,180,190,210,545,1605,0,,Cindervale Class Weapon Calibration Kit,Weapon Upgrade Component,Uncommon+,200,10,"1x Standard Vitality Injector, 1x Combo Salve, 9x Cindervale Ingot",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q061,61,Molten Rail Yard Run,3 — The Iron Crown Rebellion,10,Assault,Propaganda Mint,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks",10,150,160,170,185,195,215,715,1790,0,,Cindervale Wayfinder Supply Cache,General Reward Cache,Uncommon+,205,10,"1x Standard Vitality Injector, 1x Combo Salve, 9x Cindervale Ingot",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q062,62,The Inquisitor’s Census,3 — The Iron Crown Rebellion,10,Escort,Foundry Nine,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks",10,150,160,170,185,195,215,580,1655,0,,Cindervale Field-Survival Cache,Consumable + Utility Cache,Uncommon+,200,10,"1x Standard Vitality Injector, 1x Combo Salve, 9x Cindervale Ingot",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q063,63,Vale Crix’s Trial,3 — The Iron Crown Rebellion,10,Puzzle,The Brass Court,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks",10,150,160,170,180,190,210,545,1605,0,,Cindervale Wayfinder Supply Cache,General Reward Cache,Uncommon+,200,10,"1x Standard Vitality Injector, 1x Combo Salve, 9x Cindervale Ingot",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q064,64,Fuel for the Hunger Engines,3 — The Iron Crown Rebellion,11,Heist,Molten Rail Yard,Mid Game,The Aegis Carapace,12,170,180,195,205,220,240,680,1890,0,,Cindervale Technical Cache: Cindervale Ingot Bundle,Crafting / Upgrade Materials,Uncommon+,212,11,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 9x Cindervale Ingot",Supports upgrades but requires additional farmed materials.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q065,65,Blueprints Under the Ash,3 — The Iron Crown Rebellion,11,Network,Cindervale Gate,Mid Game,The Aegis Carapace,12,170,180,195,205,220,240,680,1890,0,,Cindervale Helm Armor Piece,Armor Piece,Uncommon+,212,11,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 9x Cindervale Ingot",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q066,66,The Crown Override Rumor,3 — The Iron Crown Rebellion,11,Investigation,Ashline Tenements,Mid Game,The Aegis Carapace,12,170,185,195,205,220,245,575,1795,0,,Cindervale Reputation Writ + Evidence Cache,Reputation / Utility,Uncommon+,212,11,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 9x Cindervale Ingot","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q067,67,Rescue at Furnace Mile,3 — The Iron Crown Rebellion,11,Rescue,Elemental Chainhouse,Mid Game,The Aegis Carapace,12,170,180,195,205,215,240,650,1855,0,,Cindervale Field-Survival Cache,Consumable + Utility Cache,Uncommon+,212,11,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 9x Cindervale Ingot",Sustains difficult play without replacing gear progression.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q068,68,The Clockwork Witness,3 — The Iron Crown Rebellion,11,Defense,Propaganda Mint,Mid Game,The Aegis Carapace,12,170,185,195,210,220,250,755,1985,0,,Cindervale Field-Survival Cache,Consumable + Utility Cache,Uncommon+,212,11,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 9x Cindervale Ingot",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q069,69,Broadcast from the Smokestacks,3 — The Iron Crown Rebellion,11,Stealth,Foundry Nine,Mid Game,The Aegis Carapace,12,165,180,190,200,215,240,615,1805,0,,Cindervale Wayfinder Supply Cache,General Reward Cache,Uncommon+,212,11,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 9x Cindervale Ingot",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q070,70,Krann’s Peace Offer,3 — The Iron Crown Rebellion,12,Crafting,The Brass Court,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",13,195,210,225,240,255,285,790,2200,0,,Cindervale Class Weapon Calibration Kit,Weapon Upgrade Component,Uncommon+,224,12,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Cindervale Ingot",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q071,71,The Iron Crown Lies,3 — The Iron Crown Rebellion,12,Diplomacy,Molten Rail Yard,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",13,195,210,220,235,250,275,595,1980,0,,Cindervale Reputation Writ + Evidence Cache,Reputation / Utility,Uncommon+,224,12,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Cindervale Ingot","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q072,72,Free Gear Uprising,3 — The Iron Crown Rebellion,12,Dungeon,Cindervale Gate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",13,195,210,225,240,255,280,1015,2420,0,,Cindervale Delver Cache: Chestguard or Weapon-Mod Choice,Dungeon Gear Choice Cache,Uncommon+,231,12,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Cindervale Ingot",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q073,73,Break the Chainhouse,3 — The Iron Crown Rebellion,12,Assault,Ashline Tenements,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",13,195,210,225,240,250,280,935,2335,0,,Cindervale Wayfinder Supply Cache,General Reward Cache,Uncommon+,229,12,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Cindervale Ingot",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q074,74,Duel with Lord-Marshal Krann,3 — The Iron Crown Rebellion,12,Boss,Elemental Chainhouse,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",13,190,205,215,230,245,270,1110,2465,4500,The Resonance Maestro,Maestro's Tuning-Fork Focus (The Resonance Maestro Trophy),Milestone Boss Trophy / Adaptive Weapon Token,Uncommon+,246,12,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Cindervale Ingot",Boss trophy converts to a class-appropriate weapon/focus and does not bypass the level requirement.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q075,75,Cindervale Breathes Free,3 — The Iron Crown Rebellion,12,Resolution,Propaganda Mint,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",13,205,220,235,250,265,300,1065,2540,0,,Cindervale Act-Capstone Relic: Iron Crown Override Plate,Act Artifact + Set Token,Uncommon+,247,12,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Cindervale Ingot","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q076,76,Mirage Gate Opens Once,4 — Glass Desert and the Sunken Star,13,Investigation,Mirage Gate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",14,230,245,260,275,295,325,765,2395,0,,Sunken-Star Reputation Writ + Evidence Cache,Reputation / Utility,Rare,236,13,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Sapglass Lens","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q077,77,The Navigator’s Thirst,4 — Glass Desert and the Sunken Star,13,Rescue,Glassdune Sea,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",14,225,240,255,275,290,320,865,2470,0,,Sunken-Star Field-Survival Cache,Consumable + Utility Cache,Rare,236,13,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Sapglass Lens",Sustains difficult play without replacing gear progression.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q078,78,Tracks Across Glassdune Sea,4 — Glass Desert and the Sunken Star,13,Defense,The Oasis That Remembers,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",14,230,245,260,280,295,330,1005,2645,0,,Sunken-Star Field-Survival Cache,Consumable + Utility Cache,Rare,236,13,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Sapglass Lens",Sustains difficult play without replacing gear progression.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q079,79,Oasis of Borrowed Memories,4 — Glass Desert and the Sunken Star,13,Stealth,Vault of Shattered Suns,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",14,220,235,255,270,285,315,815,2395,0,,Sunken-Star Wayfinder Supply Cache,General Reward Cache,Rare,236,13,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Sapglass Lens",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q080,80,The Glassmith’s Price,4 — Glass Desert and the Sunken Star,13,Crafting,Caravan of Mirrors,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",14,225,240,260,275,290,325,905,2520,0,,Sunken-Star Class Weapon Calibration Kit,Weapon Upgrade Component,Rare,236,13,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Sapglass Lens",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q081,81,A Caravan That Reflects Lies,4 — Glass Desert and the Sunken Star,13,Diplomacy,Black Comet Crater,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",14,220,240,255,270,285,315,680,2265,0,,Sunken-Star Reputation Writ + Evidence Cache,Reputation / Utility,Rare,236,13,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Sapglass Lens","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q082,82,Dustbound Pilgrim Trial,4 — Glass Desert and the Sunken Star,13,Exploration,The Sunken Star Chamber,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound",14,220,235,250,265,285,315,740,2310,0,,Sunken-Star Wayfinder Supply Cache,General Reward Cache,Rare,236,13,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 10x Sapglass Lens",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q083,83,The Black Comet Map,4 — Glass Desert and the Sunken Star,14,Dungeon,Mirage Gate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",15,295,315,340,360,380,425,1530,3645,0,,Sunken-Star Delver Cache: Cloak or Weapon-Mod Choice,Dungeon Gear Choice Cache,Rare,255,14,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q084,84,Exile Prince Varo,4 — Glass Desert and the Sunken Star,14,Boss,Glassdune Sea,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",15,285,305,325,345,365,415,1670,3710,0,,Sunken-Star Elite Spoils Cache: Cloak Pattern,Elite Gear Pattern,Rare,258,14,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q085,85,The Silent Cartographer,4 — Glass Desert and the Sunken Star,14,Moral,The Oasis That Remembers,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",15,290,310,330,355,375,415,1070,3145,0,,Sunken-Star Bracers Armor Piece,Armor Piece,Rare,248,14,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q086,86,Shardstorm Shelter,4 — Glass Desert and the Sunken Star,14,Assault,Vault of Shattered Suns,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",15,295,315,335,360,380,420,1405,3510,0,,Sunken-Star Wayfinder Supply Cache,General Reward Cache,Rare,253,14,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q087,87,Vault of Shattered Suns,4 — Glass Desert and the Sunken Star,14,Escort,Caravan of Mirrors,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",15,295,315,340,360,380,420,1135,3245,0,,Sunken-Star Field-Survival Cache,Consumable + Utility Cache,Rare,248,14,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Sustains difficult play without replacing gear progression.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q088,88,The Prophet’s First Miracle,4 — Glass Desert and the Sunken Star,14,Puzzle,Black Comet Crater,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",15,290,310,330,355,375,415,1070,3145,0,,Sunken-Star Wayfinder Supply Cache,General Reward Cache,Rare,248,14,"1x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q089,89,"Seven Mirrors, One Truth",4 — Glass Desert and the Sunken Star,15,Heist,The Sunken Star Chamber,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",16,370,395,425,450,475,530,1485,4130,0,,Sunken-Star Technical Cache: Sapglass Lens Bundle,Crafting / Upgrade Materials,Rare,260,15,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Supports upgrades but requires additional farmed materials.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q090,90,The Astrolabe’s Missing Teeth,4 — Glass Desert and the Sunken Star,15,Network,Mirage Gate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",16,370,395,425,450,475,530,1485,4130,0,,Sunken-Star Class Weapon Calibration Kit,Weapon Upgrade Component,Rare,260,15,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q091,91,Raid on the Mirror Caravan,4 — Glass Desert and the Sunken Star,15,Investigation,Glassdune Sea,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",16,375,400,425,455,480,530,1255,3920,0,,Sunken-Star Reputation Writ + Evidence Cache,Reputation / Utility,Rare,260,15,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q092,92,The Oasis Chooses a Keeper,4 — Glass Desert and the Sunken Star,15,Rescue,The Oasis That Remembers,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",16,370,395,420,445,475,525,1415,4045,0,,Sunken-Star Field-Survival Cache,Consumable + Utility Cache,Rare,260,15,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q093,93,Descent Beneath the Glass,4 — Glass Desert and the Sunken Star,15,Defense,Vault of Shattered Suns,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",16,375,405,430,455,485,540,1645,4335,0,,Sunken-Star Field-Survival Cache,Consumable + Utility Cache,Rare,260,15,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Sustains difficult play without replacing gear progression.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q094,94,The Sunken Star Speaks,4 — Glass Desert and the Sunken Star,15,Stealth,Caravan of Mirrors,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter",16,360,390,415,440,465,515,1335,3920,0,,Sunken-Star Wayfinder Supply Cache,General Reward Cache,Rare,260,15,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 11x Sapglass Lens",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q095,95,Iren’s False Halo,4 — Glass Desert and the Sunken Star,16,Crafting,Black Comet Crater,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",17,410,440,465,495,525,585,1645,4565,0,,Sunken-Star Amulet Armor Piece,Armor Piece,Rare,272,16,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Sapglass Lens",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q096,96,The Prophet of Dust Revealed,4 — Glass Desert and the Sunken Star,16,Diplomacy,The Sunken Star Chamber,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",17,405,430,460,490,520,570,1235,4110,0,,Sunken-Star Reputation Writ + Evidence Cache,Reputation / Utility,Rare,272,16,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Sapglass Lens","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q097,97,Turn the Desert Lens,4 — Glass Desert and the Sunken Star,16,Dungeon,Mirage Gate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",17,405,435,465,495,525,585,2110,5020,0,,Sunken-Star Delver Cache: Amulet or Weapon-Mod Choice,Dungeon Gear Choice Cache,Rare,279,16,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Sapglass Lens",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q098,98,Break the Comet Seal,4 — Glass Desert and the Sunken Star,16,Assault,Glassdune Sea,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",17,405,435,465,495,525,580,1935,4840,0,,Sunken-Star Wayfinder Supply Cache,General Reward Cache,Rare,277,16,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Sapglass Lens",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q099,99,Awaken the Sunken Star Chamber,4 — Glass Desert and the Sunken Star,16,Boss,The Oasis That Remembers,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",17,395,420,450,480,505,565,2300,5115,7000,The Apex Chimera,Chimeric Adaptation Blade (The Apex Chimera Trophy),Milestone Boss Trophy / Adaptive Weapon Token,Rare,294,16,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Sapglass Lens",Boss trophy converts to a class-appropriate weapon/focus and does not bypass the level requirement.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q100,100,Coordinates of the Eclipse Engine,4 — Glass Desert and the Sunken Star,16,Resolution,Vault of Shattered Suns,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",17,425,455,485,520,550,610,2205,5250,0,,Sunken-Star Act-Capstone Relic: Sunken Star Astrolabe Gear,Act Artifact + Set Token,Rare,295,16,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Sapglass Lens","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q101,101,Reefspire Harbor in Lockdown,5 — Tides of the Leviathan Code,17,Investigation,Reefspire Harbor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",18,400,430,460,490,515,575,1350,4220,0,,Leviathan Reputation Writ + Evidence Cache,Reputation / Utility,Rare,284,17,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Leviathan Pearl","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q102,102,The Buoy That Prayed,5 — Tides of the Leviathan Code,17,Rescue,Pearl Court Dome,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",18,395,425,455,480,510,565,1525,4355,0,,Leviathan Field-Survival Cache,Consumable + Utility Cache,Rare,284,17,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Leviathan Pearl",Sustains difficult play without replacing gear progression.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q103,103,Pearl Court Audience,5 — Tides of the Leviathan Code,17,Defense,The Pressure Road,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",18,405,435,460,490,520,580,1775,4665,0,,Leviathan Field-Survival Cache,Consumable + Utility Cache,Rare,284,17,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Leviathan Pearl",Sustains difficult play without replacing gear progression.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q104,104,Pressure Road Certification,5 — Tides of the Leviathan Code,17,Stealth,Abyssal Relay Nine,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",18,390,420,445,475,500,555,1435,4220,0,,Leviathan Wayfinder Supply Cache,General Reward Cache,Rare,284,17,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Leviathan Pearl",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q105,105,Diver Kesh’s Last Ping,5 — Tides of the Leviathan Code,17,Crafting,Caldera’s Wake,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",18,400,425,455,485,510,570,1600,4445,0,,Leviathan Gloves Armor Piece,Armor Piece,Rare,284,17,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Leviathan Pearl",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q106,106,The Drowned Armada’s Wake,5 — Tides of the Leviathan Code,17,Diplomacy,Stormbreak Shoals,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",18,390,420,450,475,505,560,1200,4000,0,,Leviathan Reputation Writ + Evidence Cache,Reputation / Utility,Rare,284,17,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Leviathan Pearl","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q107,107,A Language Made of Whalesong,5 — Tides of the Leviathan Code,17,Exploration,The Sunless Trench,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",18,390,420,445,475,500,555,1310,4095,0,,Leviathan Wayfinder Supply Cache,General Reward Cache,Rare,284,17,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 12x Leviathan Pearl",Standard story reward; intentionally modest XP and power.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q108,108,Stormbreak Shoals,5 — Tides of the Leviathan Code,18,Dungeon,Reefspire Harbor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",19,505,540,575,615,650,720,2610,6215,0,,Leviathan Delver Cache: Gloves or Weapon-Mod Choice,Dungeon Gear Choice Cache,Rare,303,18,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q109,109,Cargo of Impossible Pearls,5 — Tides of the Leviathan Code,18,Boss,Pearl Court Dome,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",19,485,520,555,590,625,705,2845,6325,0,,Leviathan Elite Spoils Cache: Gloves Pattern,Elite Gear Pattern,Rare,306,18,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q110,110,The Captain’s Mutiny,5 — Tides of the Leviathan Code,18,Moral,The Pressure Road,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",19,495,530,565,600,635,715,1825,5365,0,,Leviathan Class Weapon Calibration Kit,Weapon Upgrade Component,Rare,296,18,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
