quest_id,quest_number,quest_title,act,recommended_level,quest_type,subquest_number,subquest_title,subquest_objective,subquest_xp,subquest_reward,monster_gate,allowed_monsters
Q062,62,The Inquisitor’s Census,3 — The Iron Crown Rebellion,10,Escort,3,Resource Stop,"Collect fuel, medicine, ritual charges, or repair parts at Molten Rail Yard before the route collapses.",170,Faction scrip +2; 1x Combo Salve,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q062,62,The Inquisitor’s Census,3 — The Iron Crown Rebellion,10,Escort,4,Ambush Response,Defeat or bypass Lord-Marshal Krann and the Brass Inquisition forces without losing the protected objective.,185,6x Cindervale Ingot; repair parts bundle,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q062,62,The Inquisitor’s Census,3 — The Iron Crown Rebellion,10,Escort,5,Final Crossing,Complete the hardest traversal or combat segment while the escort target performs their own task.,195,1x Standard Vitality Injector; 1x Combo Salve; encounter cache key fragment,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q062,62,The Inquisitor’s Census,3 — The Iron Crown Rebellion,10,Escort,6,Arrival,"Deliver the target to safety, confirm the strategic gain, and unlock the next branch of the campaign.",215,Quest-turn-in cache fragment; 7x Cindervale Ingot,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q063,63,Vale Crix’s Trial,3 — The Iron Crown Rebellion,10,Puzzle,1,Rules Discovery,"Learn the rules of the ancient system, court ritual, engine lock, or dream logic governing The Brass Court.",150,4x Cindervale Ingot; scouting reputation +1,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q063,63,Vale Crix’s Trial,3 — The Iron Crown Rebellion,10,Puzzle,2,First Solution,"Solve the opening sequence using clues from Doctor Hesh, the environment, and one recovered record.",160,5x Cindervale Ingot; 1x Standard Vitality Injector,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q063,63,Vale Crix’s Trial,3 — The Iron Crown Rebellion,10,Puzzle,3,Constraint Shift,"Adapt when Lord-Marshal Krann and the Brass Inquisition changes the pattern, adds pressure, or corrupts one of the puzzle inputs.",170,Faction scrip +2; 1x Combo Salve,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q063,63,Vale Crix’s Trial,3 — The Iron Crown Rebellion,10,Puzzle,4,Parallel Locks,"Resolve three linked mechanisms across Cindervale Gate, each testing combat, traversal, and observation.",180,6x Cindervale Ingot; repair parts bundle,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q063,63,Vale Crix’s Trial,3 — The Iron Crown Rebellion,10,Puzzle,5,Final Alignment,"Align the core symbols, circuits, memories, or vows to reveal the hidden answer.",190,1x Standard Vitality Injector; 1x Combo Salve; encounter cache key fragment,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q063,63,Vale Crix’s Trial,3 — The Iron Crown Rebellion,10,Puzzle,6,Reward State,"Open the path, recover the Iron Crown Override, and document the rule that will matter in a later quest.",210,Quest-turn-in cache fragment; 7x Cindervale Ingot,Early Game,"The Grid-Rushers, The Gnarl-Maws, The Scrap-Phalanx, The Siphon-Ticks"
Q064,64,Fuel for the Hunger Engines,3 — The Iron Crown Rebellion,11,Heist,1,Case the Target,"Survey Molten Rail Yard, identify guards, escape routes, vault logic, and the exact item or record to obtain.",170,4x Cindervale Ingot; scouting reputation +1,Mid Game,The Aegis Carapace
Q064,64,Fuel for the Hunger Engines,3 — The Iron Crown Rebellion,11,Heist,2,Crew Roles,"Assign support tasks to Union Saint Bracca, Foreman Oda Marr, and any recruited faction specialists.",180,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,The Aegis Carapace
Q064,64,Fuel for the Hunger Engines,3 — The Iron Crown Rebellion,11,Heist,3,Access Tool,"Forge credentials, acquire uniforms, duplicate keys, or hack a ward to enter Ashline Tenements.",195,Faction scrip +2; 1x Guard-Break Oil,Mid Game,The Aegis Carapace
Q064,64,Fuel for the Hunger Engines,3 — The Iron Crown Rebellion,11,Heist,4,The Lift,"Steal, swap, or copy the objective while optional loot and story evidence tempt overextension.",205,6x Cindervale Ingot; repair parts bundle,Mid Game,The Aegis Carapace
Q064,64,Fuel for the Hunger Engines,3 — The Iron Crown Rebellion,11,Heist,5,Complication,"Respond to a betrayal, alarm, or unexpected prisoner without abandoning the main objective.",220,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,The Aegis Carapace
Q064,64,Fuel for the Hunger Engines,3 — The Iron Crown Rebellion,11,Heist,6,Fence the Truth,"Deliver the prize to allies, expose the stolen truth, and convert it into a campaign advantage.",240,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,The Aegis Carapace
Q065,65,Blueprints Under the Ash,3 — The Iron Crown Rebellion,11,Network,1,Topology Read,"Map the Starwell, relay, dream, oceanic, moon, or civic network around Cindervale Gate.",170,4x Cindervale Ingot; scouting reputation +1,Mid Game,The Aegis Carapace
Q065,65,Blueprints Under the Ash,3 — The Iron Crown Rebellion,11,Network,2,Signal Capture,"Collect clean samples of friendly, hostile, and corrupted transmissions before they desynchronize.",180,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,The Aegis Carapace
Q065,65,Blueprints Under the Ash,3 — The Iron Crown Rebellion,11,Network,3,Node Repair,Restore or harden three relay points across Elemental Chainhouse while enemies attempt live sabotage.,195,Faction scrip +2; 1x Guard-Break Oil,Mid Game,The Aegis Carapace
Q065,65,Blueprints Under the Ash,3 — The Iron Crown Rebellion,11,Network,4,Protocol Break,Decode the hostile instruction set or ritual pattern controlling the local crisis.,205,6x Cindervale Ingot; repair parts bundle,Mid Game,The Aegis Carapace
Q065,65,Blueprints Under the Ash,3 — The Iron Crown Rebellion,11,Network,5,Counter-Signal,"Deploy a patch, counter-chant, spoof, or firewall that turns the enemy network against itself.",220,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,The Aegis Carapace
Q065,65,Blueprints Under the Ash,3 — The Iron Crown Rebellion,11,Network,6,Sync Confirmation,Verify with Courier Lita Vane that the repaired network persists and unlocks a stable path forward.,240,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,The Aegis Carapace
Q066,66,The Crown Override Rumor,3 — The Iron Crown Rebellion,11,Investigation,1,Briefing & Suspicion,"Meet Foreman Oda Marr at Ashline Tenements, record the reported anomaly, and mark three contradictions in the official account.",170,4x Cindervale Ingot; scouting reputation +1,Mid Game,The Aegis Carapace
Q066,66,The Crown Override Rumor,3 — The Iron Crown Rebellion,11,Investigation,2,Scene Sweep,"Inspect Propaganda Mint for physical traces, corrupted aether residue, witness routes, and any signs of staged evidence.",185,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,The Aegis Carapace
Q066,66,The Crown Override Rumor,3 — The Iron Crown Rebellion,11,Investigation,3,Witness Web,"Interview survivors from Free Gear Cells and Iron Crown, then compare their timelines against the Starwell pulse log.",195,Faction scrip +2; 1x Guard-Break Oil,Mid Game,The Aegis Carapace
Q066,66,The Crown Override Rumor,3 — The Iron Crown Rebellion,11,Investigation,4,Hidden Trail,"Follow the recovered clue through The Brass Court, avoiding false leads planted by Lord-Marshal Krann and the Brass Inquisition.",205,6x Cindervale Ingot; repair parts bundle,Mid Game,The Aegis Carapace
Q066,66,The Crown Override Rumor,3 — The Iron Crown Rebellion,11,Investigation,5,Confrontation,"Corner the responsible agent or corrupted system, force a confession or data dump, and survive the countermeasure.",220,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,The Aegis Carapace
Q066,66,The Crown Override Rumor,3 — The Iron Crown Rebellion,11,Investigation,6,Case Closure,"Deliver a verified finding to Doctor Hesh, update the alliance risk map, and unlock the next operational lead.",245,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,The Aegis Carapace
Q067,67,Rescue at Furnace Mile,3 — The Iron Crown Rebellion,11,Rescue,1,Distress Signal,"Triangulate the missing group’s last signal between Elemental Chainhouse, Foundry Nine, and Molten Rail Yard.",170,4x Cindervale Ingot; scouting reputation +1,Mid Game,The Aegis Carapace
Q067,67,Rescue at Furnace Mile,3 — The Iron Crown Rebellion,11,Rescue,2,Safe Route,"Clear hazards, ambush points, or environmental blockers so a rescue team can enter without wiping.",180,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,The Aegis Carapace
Q067,67,Rescue at Furnace Mile,3 — The Iron Crown Rebellion,11,Rescue,3,Locate Survivors,"Find captives, wounded scouts, or trapped civilians while identifying which threats are guarding them.",195,Faction scrip +2; 1x Guard-Break Oil,Mid Game,The Aegis Carapace
Q067,67,Rescue at Furnace Mile,3 — The Iron Crown Rebellion,11,Rescue,4,Stabilize & Arm,"Treat injuries, distribute emergency gear, and assign escort roles to the survivors.",205,6x Cindervale Ingot; repair parts bundle,Mid Game,The Aegis Carapace
Q067,67,Rescue at Furnace Mile,3 — The Iron Crown Rebellion,11,Rescue,5,Breakout,Escort the rescued group through a live combat or traversal sequence while Lord-Marshal Krann and the Brass Inquisition tries to cut them off.,215,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,The Aegis Carapace
Q067,67,Rescue at Furnace Mile,3 — The Iron Crown Rebellion,11,Rescue,6,Debrief,"Return the survivors to Defector Vale Crix, extract their intelligence, and add their testimony to the main campaign board.",240,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,The Aegis Carapace
Q068,68,The Clockwork Witness,3 — The Iron Crown Rebellion,11,Defense,1,Assess the Line,"Survey Propaganda Mint, identify three weak points, and choose where allied NPC squads should fortify.",170,4x Cindervale Ingot; scouting reputation +1,Mid Game,The Aegis Carapace
Q068,68,The Clockwork Witness,3 — The Iron Crown Rebellion,11,Defense,2,Build the Hold,"Repair barricades, deploy sensors or wards, and place fallback supplies for Foundry Workers Union defenders.",185,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,The Aegis Carapace
Q068,68,The Clockwork Witness,3 — The Iron Crown Rebellion,11,Defense,3,First Wave,"Repel the opening attack from Lord-Marshal Krann and the Brass Inquisition while preserving civilians, engineers, or critical structures.",195,Faction scrip +2; 1x Guard-Break Oil,Mid Game,The Aegis Carapace
Q068,68,The Clockwork Witness,3 — The Iron Crown Rebellion,11,Defense,4,Mid-Battle Crisis,"Respond to a breach, sabotage event, or elite flank at The Brass Court before morale collapses.",210,6x Cindervale Ingot; repair parts bundle,Mid Game,The Aegis Carapace
Q068,68,The Clockwork Witness,3 — The Iron Crown Rebellion,11,Defense,5,Counterstrike,"Push out from the line, destroy the attackers’ command node, and defeat their field captain.",220,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,The Aegis Carapace
Q068,68,The Clockwork Witness,3 — The Iron Crown Rebellion,11,Defense,6,After-Action Lockdown,"Stabilize Cindervale Gate, count losses, recover evidence, and authorize the next campaign movement.",250,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,The Aegis Carapace
Q069,69,Broadcast from the Smokestacks,3 — The Iron Crown Rebellion,11,Stealth,1,Cover Identity,"Acquire credentials, disguise tokens, or spoofed access from Union Saint Bracca without alerting Lord-Marshal Krann and the Brass Inquisition.",165,4x Cindervale Ingot; scouting reputation +1,Mid Game,The Aegis Carapace
Q069,69,Broadcast from the Smokestacks,3 — The Iron Crown Rebellion,11,Stealth,2,Patrol Read,"Map guard paths, camera/scrying cones, and alarm relays across Foundry Nine.",180,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,The Aegis Carapace
Q069,69,Broadcast from the Smokestacks,3 — The Iron Crown Rebellion,11,Stealth,3,Silent Entry,"Enter Molten Rail Yard through a maintenance path, forgotten ritual door, or vertical traversal route.",190,Faction scrip +2; 1x Guard-Break Oil,Mid Game,The Aegis Carapace
Q069,69,Broadcast from the Smokestacks,3 — The Iron Crown Rebellion,11,Stealth,4,Plant or Extract,"Install the needed device, steal the objective item, or copy the restricted records before detection rises.",200,6x Cindervale Ingot; repair parts bundle,Mid Game,The Aegis Carapace
Q069,69,Broadcast from the Smokestacks,3 — The Iron Crown Rebellion,11,Stealth,5,Clean Exit,"Escape through Ashline Tenements, erase trace evidence, and protect any undercover allies left inside.",215,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,The Aegis Carapace
Q069,69,Broadcast from the Smokestacks,3 — The Iron Crown Rebellion,11,Stealth,6,Intel Hand-Off,"Report to Foreman Oda Marr, compare the intel to existing clues, and flag the next vulnerability.",240,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,The Aegis Carapace
Q070,70,Krann’s Peace Offer,3 — The Iron Crown Rebellion,12,Crafting,1,Specification,"Receive the schematic from Courier Lita Vane and identify the exact component, calibration, or ritual gap blocking progress.",195,4x Cindervale Ingot; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q070,70,Krann’s Peace Offer,3 — The Iron Crown Rebellion,12,Crafting,2,Rare Components,"Recover parts or reagents from The Brass Court, Cindervale Gate, and a hostile cache controlled by Lord-Marshal Krann and the Brass Inquisition.",210,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q070,70,Krann’s Peace Offer,3 — The Iron Crown Rebellion,12,Crafting,3,Prototype Build,"Assemble the device, cure, key, or upgrade while keeping failure states visible to the player.",225,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q070,70,Krann’s Peace Offer,3 — The Iron Crown Rebellion,12,Crafting,4,Field Calibration,"Test the prototype in Elemental Chainhouse, collect telemetry, and correct one unexpected malfunction.",240,6x Cindervale Ingot; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q070,70,Krann’s Peace Offer,3 — The Iron Crown Rebellion,12,Crafting,5,Workshop Defense,Defend Defector Vale Crix and the build site while enemies attempt to interrupt final assembly.,255,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q070,70,Krann’s Peace Offer,3 — The Iron Crown Rebellion,12,Crafting,6,Deployment,"Install the completed tool into the campaign objective and document what new traversal, combat, or story route it unlocks.",285,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q071,71,The Iron Crown Lies,3 — The Iron Crown Rebellion,12,Diplomacy,1,Gain Audience,"Earn entry to a council, war table, or faction court at Molten Rail Yard by solving their immediate access demand.",195,4x Cindervale Ingot; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q071,71,The Iron Crown Lies,3 — The Iron Crown Rebellion,12,Diplomacy,2,Proof Package,"Collect verifiable proof from Ashline Tenements, including one witness, one artifact, and one enemy contradiction.",210,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q071,71,The Iron Crown Lies,3 — The Iron Crown Rebellion,12,Diplomacy,3,Faction Demands,"Hear the objections of Iron Crown and Foundry Workers Union, then identify the demand that can be satisfied without betraying the main alliance.",220,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q071,71,The Iron Crown Lies,3 — The Iron Crown Rebellion,12,Diplomacy,4,Mediation Trial,"Resolve a staged debate, duel of honor, or public accusation while Lord-Marshal Krann and the Brass Inquisition tries to inflame the room.",235,6x Cindervale Ingot; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q071,71,The Iron Crown Lies,3 — The Iron Crown Rebellion,12,Diplomacy,5,Binding Action,"Complete the concession, rescue, exchange, or symbolic act required to make the agreement real.",250,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q071,71,The Iron Crown Lies,3 — The Iron Crown Rebellion,12,Diplomacy,6,Accord Ratified,"Return to Foreman Oda Marr, lock in the new ally or resource, and record the consequence for future quests.",275,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q072,72,Free Gear Uprising,3 — The Iron Crown Rebellion,12,Dungeon,1,Entry Key,"Assemble the access key, ritual phrase, override code, or environmental condition needed to open Cindervale Gate.",195,4x Cindervale Ingot; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q072,72,Free Gear Uprising,3 — The Iron Crown Rebellion,12,Dungeon,2,First Wing,"Clear the opening section, teaching the dungeon’s signature mechanic through low-risk encounters.",210,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q072,72,Free Gear Uprising,3 — The Iron Crown Rebellion,12,Dungeon,3,Mechanic Deepening,Solve the mid-dungeon puzzle or traversal gauntlet in Elemental Chainhouse while enemies pressure the group.,225,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q072,72,Free Gear Uprising,3 — The Iron Crown Rebellion,12,Dungeon,4,Elite Guardian,"Defeat a themed guardian tied to Lord-Marshal Krann and the Brass Inquisition, preserving any optional prisoners, records, or artifacts.",240,6x Cindervale Ingot; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q072,72,Free Gear Uprising,3 — The Iron Crown Rebellion,12,Dungeon,5,Final Chamber,"Activate the core mechanism, survive a hazard spike, and claim or purify the Iron Crown Override.",255,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q072,72,Free Gear Uprising,3 — The Iron Crown Rebellion,12,Dungeon,6,Dungeon Exit,"Escape collapse, corruption, or lockdown and brief Union Saint Bracca on what the dungeon revealed.",280,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q073,73,Break the Chainhouse,3 — The Iron Crown Rebellion,12,Assault,1,Battle Plan,"Coordinate with Doctor Hesh, assign allied squads, and identify the primary breach point at Ashline Tenements.",195,4x Cindervale Ingot; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q073,73,Break the Chainhouse,3 — The Iron Crown Rebellion,12,Assault,2,Forward Push,Capture the outer objective while avoiding unnecessary damage to civilians or vital systems.,210,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q073,73,Break the Chainhouse,3 — The Iron Crown Rebellion,12,Assault,3,Disable Support,"Destroy artillery, ritual anchors, drone relays, or elite reinforcements linked to Lord-Marshal Krann and the Brass Inquisition.",225,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q073,73,Break the Chainhouse,3 — The Iron Crown Rebellion,12,Assault,4,Interior Fight,"Move through Propaganda Mint, clear resistance, and keep the main objective from going into lockdown.",240,6x Cindervale Ingot; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q073,73,Break the Chainhouse,3 — The Iron Crown Rebellion,12,Assault,5,Command Node,"Defeat the commander, seize the records or control interface, and prevent a last-second scuttle.",250,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q073,73,Break the Chainhouse,3 — The Iron Crown Rebellion,12,Assault,6,Occupation Protocol,"Secure The Brass Court, hand control to allies, and verify that the assault achieved the story purpose.",280,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q074,74,Duel with Lord-Marshal Krann,3 — The Iron Crown Rebellion,12,Boss,1,Boss Intel,"Gather three tells, resistances, or arena hazards connected to the boss force under Lord-Marshal Krann and the Brass Inquisition.",190,4x Cindervale Ingot; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q074,74,Duel with Lord-Marshal Krann,3 — The Iron Crown Rebellion,12,Boss,2,Arena Preparation,"Disable shields, open safe lanes, and position allied supports around Elemental Chainhouse.",205,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q074,74,Duel with Lord-Marshal Krann,3 — The Iron Crown Rebellion,12,Boss,3,Phase One,"Engage the boss, learn the baseline pattern, and interrupt the first wipe mechanic.",215,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q074,74,Duel with Lord-Marshal Krann,3 — The Iron Crown Rebellion,12,Boss,4,Phase Two Crisis,"Handle adds, environmental shifts, or corrupted allies as the fight escalates.",230,6x Cindervale Ingot; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q074,74,Duel with Lord-Marshal Krann,3 — The Iron Crown Rebellion,12,Boss,5,Final Break,"Exploit the revealed weakness, defeat the boss, and choose whether to capture, cleanse, or destroy the remnant.",245,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q074,74,Duel with Lord-Marshal Krann,3 — The Iron Crown Rebellion,12,Boss,6,Victory Consequence,"Secure the Iron Crown Override, report to Union Saint Bracca, and unlock the next act-level route or political consequence.",270,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q075,75,Cindervale Breathes Free,3 — The Iron Crown Rebellion,12,Resolution,1,Consequence Review,"Meet Courier Lita Vane, Defector Vale Crix, and a faction representative to review what changed after the prior conflict.",205,4x Cindervale Ingot; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q075,75,Cindervale Breathes Free,3 — The Iron Crown Rebellion,12,Resolution,2,Loose Ends,"Resolve one survivor need, one political risk, and one technical or magical instability at Propaganda Mint.",220,5x Cindervale Ingot; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q075,75,Cindervale Breathes Free,3 — The Iron Crown Rebellion,12,Resolution,3,Public Moment,"Deliver a speech, trial result, memorial, coronation, or reveal that translates victory into social change.",235,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q075,75,Cindervale Breathes Free,3 — The Iron Crown Rebellion,12,Resolution,4,Future Threat,"Discover the next act’s clue through a relic, transmission, prisoner confession, or dream vision.",250,6x Cindervale Ingot; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q075,75,Cindervale Breathes Free,3 — The Iron Crown Rebellion,12,Resolution,5,Unlock,"Open the new route, allied ability, world system, or hub upgrade needed for the next major arc.",265,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q075,75,Cindervale Breathes Free,3 — The Iron Crown Rebellion,12,Resolution,6,Act Transition,Commit the party to the next destination and preserve one emotional beat for long-term payoff.,300,Quest-turn-in cache fragment; 7x Cindervale Ingot,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q076,76,Mirage Gate Opens Once,4 — Glass Desert and the Sunken Star,13,Investigation,1,Briefing & Suspicion,"Meet Navigator Sahel at Mirage Gate, record the reported anomaly, and mark three contradictions in the official account.",230,4x Sapglass Lens; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q076,76,Mirage Gate Opens Once,4 — Glass Desert and the Sunken Star,13,Investigation,2,Scene Sweep,"Inspect The Oasis That Remembers for physical traces, corrupted aether residue, witness routes, and any signs of staged evidence.",245,5x Sapglass Lens; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q076,76,Mirage Gate Opens Once,4 — Glass Desert and the Sunken Star,13,Investigation,3,Witness Web,"Interview survivors from Mirror Caravan and Glass Nomads, then compare their timelines against the Starwell pulse log.",260,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q076,76,Mirage Gate Opens Once,4 — Glass Desert and the Sunken Star,13,Investigation,4,Hidden Trail,"Follow the recovered clue through Caravan of Mirrors, avoiding false leads planted by The Prophet of Dust and the Mirror Caravan.",275,6x Sapglass Lens; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q076,76,Mirage Gate Opens Once,4 — Glass Desert and the Sunken Star,13,Investigation,5,Confrontation,"Corner the responsible agent or corrupted system, force a confession or data dump, and survive the countermeasure.",295,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q076,76,Mirage Gate Opens Once,4 — Glass Desert and the Sunken Star,13,Investigation,6,Case Closure,"Deliver a verified finding to Exile Prince Varo, update the alliance risk map, and unlock the next operational lead.",325,Quest-turn-in cache fragment; 7x Sapglass Lens,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q077,77,The Navigator’s Thirst,4 — Glass Desert and the Sunken Star,13,Rescue,1,Distress Signal,"Triangulate the missing group’s last signal between Glassdune Sea, Vault of Shattered Suns, and Black Comet Crater.",225,4x Sapglass Lens; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q077,77,The Navigator’s Thirst,4 — Glass Desert and the Sunken Star,13,Rescue,2,Safe Route,"Clear hazards, ambush points, or environmental blockers so a rescue team can enter without wiping.",240,5x Sapglass Lens; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q077,77,The Navigator’s Thirst,4 — Glass Desert and the Sunken Star,13,Rescue,3,Locate Survivors,"Find captives, wounded scouts, or trapped civilians while identifying which threats are guarding them.",255,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q077,77,The Navigator’s Thirst,4 — Glass Desert and the Sunken Star,13,Rescue,4,Stabilize & Arm,"Treat injuries, distribute emergency gear, and assign escort roles to the survivors.",275,6x Sapglass Lens; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q077,77,The Navigator’s Thirst,4 — Glass Desert and the Sunken Star,13,Rescue,5,Breakout,Escort the rescued group through a live combat or traversal sequence while The Prophet of Dust and the Mirror Caravan tries to cut them off.,290,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q077,77,The Navigator’s Thirst,4 — Glass Desert and the Sunken Star,13,Rescue,6,Debrief,"Return the survivors to Glassmith Yara, extract their intelligence, and add their testimony to the main campaign board.",320,Quest-turn-in cache fragment; 7x Sapglass Lens,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q078,78,Tracks Across Glassdune Sea,4 — Glass Desert and the Sunken Star,13,Defense,1,Assess the Line,"Survey The Oasis That Remembers, identify three weak points, and choose where allied NPC squads should fortify.",230,4x Sapglass Lens; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
Q078,78,Tracks Across Glassdune Sea,4 — Glass Desert and the Sunken Star,13,Defense,2,Build the Hold,"Repair barricades, deploy sensors or wards, and place fallback supplies for Dustbound Pilgrims defenders.",245,5x Sapglass Lens; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound"
