event_id,event_title,world_map_location,sublocation,required_player_level,monster,variant_name,role_in_event,standard_level,effective_event_level,standard_hp,event_hp,standard_damage,event_damage,standard_armor,event_armor,standard_shield,event_shield,standard_stagger_resistance,event_stagger_resistance,standard_speed_scalar,event_speed_scalar,standard_base_xp,event_xp_reward,mechanic_basis,raised_from_standard_summary
SEV-001,Overcharged Incident: Spire-Foot Transit Plaza,The Urban Sprawl,Spire-Foot Transit Plaza,20,Null Anomaly,Overcharged Null Anomaly,Primary Variant / Event Anchor,20,22,18000,25752,560,736,35,43,90,107,105,129,1.1,1.15,12000,0,Echo Splintering; Gravity Reversal,HP x1.43; DMG x1.31; ARM x1.23
SEV-056,Overcharged Incident: Lumenroot Meadow,The Whispering Glade,Lumenroot Meadow,25,Siphon-Ticks,Overcharged Siphon-Ticks,Support Variant 1,8,27,160,1517,12,70,5,12,0,0,12,30,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x9.48; DMG x5.83; ARM x2.46
SEV-056,Overcharged Incident: Lumenroot Meadow,The Whispering Glade,Lumenroot Meadow,25,Aegis Carapace,Overcharged Aegis Carapace,Support Variant 2,12,27,1100,7122,60,257,55,118,50,105,45,97,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x6.47; DMG x4.28; ARM x2.14
SEV-057,Bark-Crowned Incident: Glow-Vine Path,The Whispering Glade,Glow-Vine Path,25,Ascendant Colossus,Bark-Crowned Ascendant Colossus,Primary Variant / Event Anchor,25,27,26000,41284,750,1043,75,97,100,127,125,162,0.8,0.85,18000,0,Evolutionary Phases; Structural Scaling,HP x1.59; DMG x1.39; ARM x1.30
SEV-057,Bark-Crowned Incident: Glow-Vine Path,The Whispering Glade,Glow-Vine Path,25,Tremor-Fiend,Bark-Crowned Tremor-Fiend,Support Variant 1,18,27,1800,6579,120,324,40,70,0,0,65,113,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x3.65; DMG x2.70; ARM x1.74
SEV-057,Bark-Crowned Incident: Glow-Vine Path,The Whispering Glade,Glow-Vine Path,25,Iron-Jaw Hound,Bark-Crowned Iron-Jaw Hound,Support Variant 2,13,27,950,5592,75,297,30,62,0,0,35,73,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x5.89; DMG x3.97; ARM x2.07
SEV-058,Echo-Split Incident: Silent Pool,The Whispering Glade,Silent Pool,25,Tremor-Fiend,Echo-Split Tremor-Fiend,Primary Variant / Event Anchor,18,27,1800,6579,120,324,40,70,0,0,65,113,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x3.65; DMG x2.70; ARM x1.74
SEV-058,Echo-Split Incident: Silent Pool,The Whispering Glade,Silent Pool,25,Aegis Carapace,Echo-Split Aegis Carapace,Support Variant 1,12,27,1100,7122,60,257,55,118,50,105,45,97,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x6.47; DMG x4.28; ARM x2.14
SEV-058,Echo-Split Incident: Silent Pool,The Whispering Glade,Silent Pool,25,Gnarl-Maws,Echo-Split Gnarl-Maws,Support Variant 2,4,27,420,5829,22,174,10,28,0,0,18,51,0.85,0.94,10,0,Latch & Drag; Shake-Off check,HP x13.88; DMG x7.93; ARM x2.82
SEV-059,Null-Branded Incident: Combo-Lit Hidden Trail,The Whispering Glade,Combo-Lit Hidden Trail,25,Aegis Carapace,Null-Branded Aegis Carapace,Primary Variant / Event Anchor,12,27,1100,7122,60,257,55,118,50,105,45,97,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x6.47; DMG x4.28; ARM x2.14
SEV-059,Null-Branded Incident: Combo-Lit Hidden Trail,The Whispering Glade,Combo-Lit Hidden Trail,25,Iron-Jaw Hound,Null-Branded Iron-Jaw Hound,Support Variant 1,13,27,950,5592,75,297,30,62,0,0,35,73,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x5.89; DMG x3.97; ARM x2.07
SEV-059,Null-Branded Incident: Combo-Lit Hidden Trail,The Whispering Glade,Combo-Lit Hidden Trail,25,Siphon-Ticks,Null-Branded Siphon-Ticks,Support Variant 2,8,27,160,1517,12,70,5,12,0,0,12,30,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x9.48; DMG x5.83; ARM x2.46
SEV-060,Grav-Torn Incident: Twilight Elite Clearing,The Whispering Glade,Twilight Elite Clearing,26,Iron-Jaw Hound,Grav-Torn Iron-Jaw Hound,Primary Variant / Event Anchor,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-060,Grav-Torn Incident: Twilight Elite Clearing,The Whispering Glade,Twilight Elite Clearing,26,Gnarl-Maws,Grav-Torn Gnarl-Maws,Support Variant 1,4,28,420,6412,22,188,10,29,0,0,18,53,0.85,0.94,10,0,Latch & Drag; Shake-Off check,HP x15.27; DMG x8.56; ARM x2.92
SEV-060,Grav-Torn Incident: Twilight Elite Clearing,The Whispering Glade,Twilight Elite Clearing,26,Tremor-Fiend,Grav-Torn Tremor-Fiend,Support Variant 2,18,28,1800,7237,120,350,40,72,0,0,65,117,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.02; DMG x2.91; ARM x1.81
SEV-061,Ablative Incident: Dormant Crater Floor,The Evolution Arenas,Dormant Crater Floor,26,Gnarl-Maws,Ablative Gnarl-Maws,Primary Variant / Event Anchor,4,28,420,6412,22,188,10,29,0,0,18,53,0.85,0.94,10,0,Latch & Drag; Shake-Off check,HP x15.27; DMG x8.56; ARM x2.92
SEV-061,Ablative Incident: Dormant Crater Floor,The Evolution Arenas,Dormant Crater Floor,26,Tremor-Fiend,Ablative Tremor-Fiend,Support Variant 1,18,28,1800,7237,120,350,40,72,0,0,65,117,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.02; DMG x2.91; ARM x1.81
SEV-061,Ablative Incident: Dormant Crater Floor,The Evolution Arenas,Dormant Crater Floor,26,Iron-Jaw Hound,Ablative Iron-Jaw Hound,Support Variant 2,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-062,Phase-Bound Incident: Rising Pillar Ring,The Evolution Arenas,Rising Pillar Ring,26,Siphon-Ticks,Phase-Bound Siphon-Ticks,Primary Variant / Event Anchor,8,28,160,1668,12,76,5,13,0,0,12,31,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x10.43; DMG x6.29; ARM x2.55
SEV-062,Phase-Bound Incident: Rising Pillar Ring,The Evolution Arenas,Rising Pillar Ring,26,Aegis Carapace,Phase-Bound Aegis Carapace,Support Variant 1,12,28,1100,7834,60,278,55,122,50,108,45,100,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.12; DMG x4.63; ARM x2.22
SEV-062,Phase-Bound Incident: Rising Pillar Ring,The Evolution Arenas,Rising Pillar Ring,26,Gnarl-Maws,Phase-Bound Gnarl-Maws,Support Variant 2,4,28,420,6412,22,188,10,29,0,0,18,53,0.85,0.94,10,0,Latch & Drag; Shake-Off check,HP x15.27; DMG x8.56; ARM x2.92
SEV-063,Venom-Laced Incident: Adaptive Pit Lanes,The Evolution Arenas,Adaptive Pit Lanes,26,Tremor-Fiend,Venom-Laced Tremor-Fiend,Primary Variant / Event Anchor,18,28,1800,7237,120,350,40,72,0,0,65,117,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.02; DMG x2.91; ARM x1.81
SEV-063,Venom-Laced Incident: Adaptive Pit Lanes,The Evolution Arenas,Adaptive Pit Lanes,26,Iron-Jaw Hound,Venom-Laced Iron-Jaw Hound,Support Variant 1,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-063,Venom-Laced Incident: Adaptive Pit Lanes,The Evolution Arenas,Adaptive Pit Lanes,26,Siphon-Ticks,Venom-Laced Siphon-Ticks,Support Variant 2,8,28,160,1668,12,76,5,13,0,0,12,31,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x10.43; DMG x6.29; ARM x2.55
SEV-064,Warden-Fused Incident: Elemental Hazard Crown,The Evolution Arenas,Elemental Hazard Crown,26,Apex Chimera,Warden-Fused Apex Chimera,Primary Variant / Event Anchor,16,28,13000,42543,420,1046,50,91,40,72,95,174,1.15,1.22,7000,0,Forced Evolution; Interception Combos,HP x3.27; DMG x2.49; ARM x1.83
SEV-064,Warden-Fused Incident: Elemental Hazard Crown,The Evolution Arenas,Elemental Hazard Crown,26,Iron-Jaw Hound,Warden-Fused Iron-Jaw Hound,Support Variant 1,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-064,Warden-Fused Incident: Elemental Hazard Crown,The Evolution Arenas,Elemental Hazard Crown,26,Siphon-Ticks,Warden-Fused Siphon-Ticks,Support Variant 2,8,28,160,1668,12,76,5,13,0,0,12,31,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x10.43; DMG x6.29; ARM x2.55
SEV-065,Sovereign-Touched Incident: Arena Evolution Core,The Evolution Arenas,Arena Evolution Core,26,Iron-Jaw Hound,Sovereign-Touched Iron-Jaw Hound,Primary Variant / Event Anchor,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-065,Sovereign-Touched Incident: Arena Evolution Core,The Evolution Arenas,Arena Evolution Core,26,Siphon-Ticks,Sovereign-Touched Siphon-Ticks,Support Variant 1,8,28,160,1668,12,76,5,13,0,0,12,31,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x10.43; DMG x6.29; ARM x2.55
SEV-065,Sovereign-Touched Incident: Arena Evolution Core,The Evolution Arenas,Arena Evolution Core,26,Aegis Carapace,Sovereign-Touched Aegis Carapace,Support Variant 2,12,28,1100,7834,60,278,55,122,50,108,45,100,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.12; DMG x4.63; ARM x2.22
SEV-066,Data-Forged Incident: Geode Narrows,The Heavy-Chewer Canyons,Geode Narrows,26,Gnarl-Maws,Data-Forged Gnarl-Maws,Primary Variant / Event Anchor,4,28,420,6412,22,188,10,29,0,0,18,53,0.85,0.94,10,0,Latch & Drag; Shake-Off check,HP x15.27; DMG x8.56; ARM x2.92
SEV-066,Data-Forged Incident: Geode Narrows,The Heavy-Chewer Canyons,Geode Narrows,26,Aegis Carapace,Data-Forged Aegis Carapace,Support Variant 1,12,28,1100,7834,60,278,55,122,50,108,45,100,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.12; DMG x4.63; ARM x2.22
SEV-066,Data-Forged Incident: Geode Narrows,The Heavy-Chewer Canyons,Geode Narrows,26,Siphon-Ticks,Data-Forged Siphon-Ticks,Support Variant 2,8,28,160,1668,12,76,5,13,0,0,12,31,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x10.43; DMG x6.29; ARM x2.55
SEV-067,Ash-Baptized Incident: Jawbone Switchback,The Heavy-Chewer Canyons,Jawbone Switchback,26,Siphon-Ticks,Ash-Baptized Siphon-Ticks,Primary Variant / Event Anchor,8,28,160,1668,12,76,5,13,0,0,12,31,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x10.43; DMG x6.29; ARM x2.55
SEV-067,Ash-Baptized Incident: Jawbone Switchback,The Heavy-Chewer Canyons,Jawbone Switchback,26,Iron-Jaw Hound,Ash-Baptized Iron-Jaw Hound,Support Variant 1,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-067,Ash-Baptized Incident: Jawbone Switchback,The Heavy-Chewer Canyons,Jawbone Switchback,26,Tremor-Fiend,Ash-Baptized Tremor-Fiend,Support Variant 2,18,28,1800,7237,120,350,40,72,0,0,65,117,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.02; DMG x2.91; ARM x1.81
SEV-068,Tide-Broken Incident: Pack-Hunter Ledge,The Heavy-Chewer Canyons,Pack-Hunter Ledge,26,Tremor-Fiend,Tide-Broken Tremor-Fiend,Primary Variant / Event Anchor,18,28,1800,7237,120,350,40,72,0,0,65,117,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.02; DMG x2.91; ARM x1.81
SEV-068,Tide-Broken Incident: Pack-Hunter Ledge,The Heavy-Chewer Canyons,Pack-Hunter Ledge,26,Gnarl-Maws,Tide-Broken Gnarl-Maws,Support Variant 1,4,28,420,6412,22,188,10,29,0,0,18,53,0.85,0.94,10,0,Latch & Drag; Shake-Off check,HP x15.27; DMG x8.56; ARM x2.92
SEV-068,Tide-Broken Incident: Pack-Hunter Ledge,The Heavy-Chewer Canyons,Pack-Hunter Ledge,26,Aegis Carapace,Tide-Broken Aegis Carapace,Support Variant 2,12,28,1100,7834,60,278,55,122,50,108,45,100,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.12; DMG x4.63; ARM x2.22
SEV-069,Magnetized Incident: Choke-Canyon Basin,The Heavy-Chewer Canyons,Choke-Canyon Basin,26,Aegis Carapace,Magnetized Aegis Carapace,Primary Variant / Event Anchor,12,28,1100,7834,60,278,55,122,50,108,45,100,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.12; DMG x4.63; ARM x2.22
SEV-069,Magnetized Incident: Choke-Canyon Basin,The Heavy-Chewer Canyons,Choke-Canyon Basin,26,Siphon-Ticks,Magnetized Siphon-Ticks,Support Variant 1,8,28,160,1668,12,76,5,13,0,0,12,31,1.35,1.49,25,0,Opportunist meter-drain; chase reclaim,HP x10.43; DMG x6.29; ARM x2.55
SEV-069,Magnetized Incident: Choke-Canyon Basin,The Heavy-Chewer Canyons,Choke-Canyon Basin,26,Iron-Jaw Hound,Magnetized Iron-Jaw Hound,Support Variant 2,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-070,Sonic-Scarred Incident: Echoing Redstone Gate,The Heavy-Chewer Canyons,Echoing Redstone Gate,26,Iron-Jaw Hound,Sonic-Scarred Iron-Jaw Hound,Primary Variant / Event Anchor,13,28,950,6151,75,321,30,64,0,0,35,75,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x6.47; DMG x4.28; ARM x2.14
SEV-070,Sonic-Scarred Incident: Echoing Redstone Gate,The Heavy-Chewer Canyons,Echoing Redstone Gate,26,Tremor-Fiend,Sonic-Scarred Tremor-Fiend,Support Variant 1,18,28,1800,7237,120,350,40,72,0,0,65,117,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.02; DMG x2.91; ARM x1.81
SEV-070,Sonic-Scarred Incident: Echoing Redstone Gate,The Heavy-Chewer Canyons,Echoing Redstone Gate,26,Gnarl-Maws,Sonic-Scarred Gnarl-Maws,Support Variant 2,4,28,420,6412,22,188,10,29,0,0,18,53,0.85,0.94,10,0,Latch & Drag; Shake-Off check,HP x15.27; DMG x8.56; ARM x2.92
SEV-071,Spore-Sick Incident: Lava-Tide Walkways,The Molten Forge,Lava-Tide Walkways,27,Null Anomaly,Spore-Sick Null Anomaly,Primary Variant / Event Anchor,20,29,18000,47417,560,1171,35,58,90,146,105,173,1.1,1.17,12000,0,Echo Splintering; Gravity Reversal,HP x2.63; DMG x2.09; ARM x1.65
SEV-071,Spore-Sick Incident: Lava-Tide Walkways,The Molten Forge,Lava-Tide Walkways,27,Aegis Carapace,Spore-Sick Aegis Carapace,Support Variant 1,12,29,1100,8618,60,300,55,126,50,112,45,103,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.83; DMG x5.00; ARM x2.30
SEV-071,Spore-Sick Incident: Lava-Tide Walkways,The Molten Forge,Lava-Tide Walkways,27,Tremor-Fiend,Spore-Sick Tremor-Fiend,Support Variant 2,18,29,1800,7960,120,378,40,75,0,0,65,121,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.42; DMG x3.15; ARM x1.87
SEV-072,Chrome-Maw Incident: Slagfall Gantry,The Molten Forge,Slagfall Gantry,27,Aegis Carapace,Chrome-Maw Aegis Carapace,Primary Variant / Event Anchor,12,29,1100,8618,60,300,55,126,50,112,45,103,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.83; DMG x5.00; ARM x2.30
SEV-072,Chrome-Maw Incident: Slagfall Gantry,The Molten Forge,Slagfall Gantry,27,Scrap-Phalanx,Chrome-Maw Scrap-Phalanx,Support Variant 1,6,29,280,3886,18,143,35,99,25,69,25,71,0.7,0.77,15,0,Turtle Shell; Scatter Strike requirement,HP x13.88; DMG x7.93; ARM x2.82
SEV-072,Chrome-Maw Incident: Slagfall Gantry,The Molten Forge,Slagfall Gantry,27,Tremor-Fiend,Chrome-Maw Tremor-Fiend,Support Variant 2,18,29,1800,7960,120,378,40,75,0,0,65,121,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.42; DMG x3.15; ARM x1.87
SEV-073,Eclipse-Synced Incident: Thermal Updraft Shafts,The Molten Forge,Thermal Updraft Shafts,27,Iron-Jaw Hound,Eclipse-Synced Iron-Jaw Hound,Primary Variant / Event Anchor,13,29,950,6766,75,347,30,67,0,0,35,78,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x7.12; DMG x4.63; ARM x2.22
SEV-073,Eclipse-Synced Incident: Thermal Updraft Shafts,The Molten Forge,Thermal Updraft Shafts,27,Aegis Carapace,Eclipse-Synced Aegis Carapace,Support Variant 1,12,29,1100,8618,60,300,55,126,50,112,45,103,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.83; DMG x5.00; ARM x2.30
SEV-073,Eclipse-Synced Incident: Thermal Updraft Shafts,The Molten Forge,Thermal Updraft Shafts,27,Scrap-Stalker,Eclipse-Synced Scrap-Stalker,Support Variant 2,28,29,2600,4433,190,277,35,46,20,26,55,73,1.35,1.49,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x1.71; DMG x1.46; ARM x1.32
SEV-074,Overcharged Incident: Warden Hammer Floor,The Molten Forge,Warden Hammer Floor,27,Tremor-Fiend,Overcharged Tremor-Fiend,Primary Variant / Event Anchor,18,29,1800,7960,120,378,40,75,0,0,65,121,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.42; DMG x3.15; ARM x1.87
SEV-074,Overcharged Incident: Warden Hammer Floor,The Molten Forge,Warden Hammer Floor,27,Iron-Jaw Hound,Overcharged Iron-Jaw Hound,Support Variant 1,13,29,950,6766,75,347,30,67,0,0,35,78,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x7.12; DMG x4.63; ARM x2.22
SEV-074,Overcharged Incident: Warden Hammer Floor,The Molten Forge,Warden Hammer Floor,27,Nexus Swarmers,Overcharged Nexus Swarmers,Support Variant 2,26,29,500,1032,40,68,10,14,15,21,20,28,1.2,1.32,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x2.06; DMG x1.70; ARM x1.42
SEV-075,Bark-Crowned Incident: Volcanic Intake Gate,The Molten Forge,Volcanic Intake Gate,27,Scrap-Stalker,Bark-Crowned Scrap-Stalker,Primary Variant / Event Anchor,28,29,2600,4433,190,277,35,46,20,26,55,73,1.35,1.49,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x1.71; DMG x1.46; ARM x1.32
SEV-075,Bark-Crowned Incident: Volcanic Intake Gate,The Molten Forge,Volcanic Intake Gate,27,Tremor-Fiend,Bark-Crowned Tremor-Fiend,Support Variant 1,18,29,1800,7960,120,378,40,75,0,0,65,121,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.42; DMG x3.15; ARM x1.87
SEV-075,Bark-Crowned Incident: Volcanic Intake Gate,The Molten Forge,Volcanic Intake Gate,27,Nexus Warden,Bark-Crowned Nexus Warden,Support Variant 2,27,29,3500,6564,180,283,50,69,75,100,75,103,0.9,0.99,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x1.88; DMG x1.57; ARM x1.37
SEV-076,Echo-Split Incident: Molten Iron Rivers,The Magma-Core Forges,Molten Iron Rivers,27,Nexus Swarmers,Echo-Split Nexus Swarmers,Primary Variant / Event Anchor,26,29,500,1032,40,68,10,14,15,21,20,28,1.2,1.32,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x2.06; DMG x1.70; ARM x1.42
SEV-076,Echo-Split Incident: Molten Iron Rivers,The Magma-Core Forges,Molten Iron Rivers,27,Scrap-Stalker,Echo-Split Scrap-Stalker,Support Variant 1,28,29,2600,4433,190,277,35,46,20,26,55,73,1.35,1.49,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x1.71; DMG x1.46; ARM x1.32
SEV-076,Echo-Split Incident: Molten Iron Rivers,The Magma-Core Forges,Molten Iron Rivers,27,Scrap-Phalanx,Echo-Split Scrap-Phalanx,Support Variant 2,6,29,280,3886,18,143,35,99,25,69,25,71,0.7,0.77,15,0,Turtle Shell; Scatter Strike requirement,HP x13.88; DMG x7.93; ARM x2.82
SEV-077,Null-Branded Incident: Hydraulic Hammer Row,The Magma-Core Forges,Hydraulic Hammer Row,27,Nexus Warden,Null-Branded Nexus Warden,Primary Variant / Event Anchor,27,29,3500,6564,180,283,50,69,75,100,75,103,0.9,0.99,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x1.88; DMG x1.57; ARM x1.37
SEV-077,Null-Branded Incident: Hydraulic Hammer Row,The Magma-Core Forges,Hydraulic Hammer Row,27,Nexus Swarmers,Null-Branded Nexus Swarmers,Support Variant 1,26,29,500,1032,40,68,10,14,15,21,20,28,1.2,1.32,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x2.06; DMG x1.70; ARM x1.42
SEV-077,Null-Branded Incident: Hydraulic Hammer Row,The Magma-Core Forges,Hydraulic Hammer Row,27,Aegis Carapace,Null-Branded Aegis Carapace,Support Variant 2,12,29,1100,8618,60,300,55,126,50,112,45,103,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.83; DMG x5.00; ARM x2.30
SEV-078,Rhythm-Warped Incident: Anvil Timing Hall,The Magma-Core Forges,Anvil Timing Hall,27,Null Anomaly,Rhythm-Warped Null Anomaly,Primary Variant / Event Anchor,20,29,18000,47417,560,1171,35,58,90,146,105,173,1.1,1.17,12000,0,Echo Splintering; Gravity Reversal,HP x2.63; DMG x2.09; ARM x1.65
SEV-078,Rhythm-Warped Incident: Anvil Timing Hall,The Magma-Core Forges,Anvil Timing Hall,27,Aegis Carapace,Rhythm-Warped Aegis Carapace,Support Variant 1,12,29,1100,8618,60,300,55,126,50,112,45,103,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.83; DMG x5.00; ARM x2.30
SEV-078,Rhythm-Warped Incident: Anvil Timing Hall,The Magma-Core Forges,Anvil Timing Hall,27,Tremor-Fiend,Rhythm-Warped Tremor-Fiend,Support Variant 2,18,29,1800,7960,120,378,40,75,0,0,65,121,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.42; DMG x3.15; ARM x1.87
SEV-079,Grav-Torn Incident: Forge-Crane Bridges,The Magma-Core Forges,Forge-Crane Bridges,27,Aegis Carapace,Grav-Torn Aegis Carapace,Primary Variant / Event Anchor,12,29,1100,8618,60,300,55,126,50,112,45,103,0.8,0.88,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x7.83; DMG x5.00; ARM x2.30
SEV-079,Grav-Torn Incident: Forge-Crane Bridges,The Magma-Core Forges,Forge-Crane Bridges,27,Iron-Jaw Hound,Grav-Torn Iron-Jaw Hound,Support Variant 1,13,29,950,6766,75,347,30,67,0,0,35,78,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x7.12; DMG x4.63; ARM x2.22
SEV-079,Grav-Torn Incident: Forge-Crane Bridges,The Magma-Core Forges,Forge-Crane Bridges,27,Scrap-Stalker,Grav-Torn Scrap-Stalker,Support Variant 2,28,29,2600,4433,190,277,35,46,20,26,55,73,1.35,1.49,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x1.71; DMG x1.46; ARM x1.32
SEV-080,Ablative Incident: Core Armory Vault,The Magma-Core Forges,Core Armory Vault,27,Iron-Jaw Hound,Ablative Iron-Jaw Hound,Primary Variant / Event Anchor,13,29,950,6766,75,347,30,67,0,0,35,78,1.25,1.38,55,0,Latch; teammate vault-kick assist,HP x7.12; DMG x4.63; ARM x2.22
SEV-080,Ablative Incident: Core Armory Vault,The Magma-Core Forges,Core Armory Vault,27,Tremor-Fiend,Ablative Tremor-Fiend,Support Variant 1,18,29,1800,7960,120,378,40,75,0,0,65,121,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.42; DMG x3.15; ARM x1.87
SEV-080,Ablative Incident: Core Armory Vault,The Magma-Core Forges,Core Armory Vault,27,Nexus Swarmers,Ablative Nexus Swarmers,Support Variant 2,26,29,500,1032,40,68,10,14,15,21,20,28,1.2,1.32,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x2.06; DMG x1.70; ARM x1.42
SEV-081,Phase-Bound Incident: Magnetized Wall Maze,The Scrap-Yard Labyrinth,Magnetized Wall Maze,27,Tremor-Fiend,Phase-Bound Tremor-Fiend,Primary Variant / Event Anchor,18,29,1800,7960,120,378,40,75,0,0,65,121,0.75,0.83,125,0,Metronome Strike; Sonic Bellow,HP x4.42; DMG x3.15; ARM x1.87
SEV-081,Phase-Bound Incident: Magnetized Wall Maze,The Scrap-Yard Labyrinth,Magnetized Wall Maze,27,Scrap-Stalker,Phase-Bound Scrap-Stalker,Support Variant 1,28,29,2600,4433,190,277,35,46,20,26,55,73,1.35,1.49,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x1.71; DMG x1.46; ARM x1.32
SEV-081,Phase-Bound Incident: Magnetized Wall Maze,The Scrap-Yard Labyrinth,Magnetized Wall Maze,27,Nexus Warden,Phase-Bound Nexus Warden,Support Variant 2,27,29,3500,6564,180,283,50,69,75,100,75,103,0.9,0.99,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x1.88; DMG x1.57; ARM x1.37
SEV-082,Warden-Fused Incident: Walker-Bone Ramparts,The Scrap-Yard Labyrinth,Walker-Bone Ramparts,28,Scrap-Stalker,Warden-Fused Scrap-Stalker,Primary Variant / Event Anchor,28,30,2600,4876,190,299,35,48,20,27,55,75,1.35,1.49,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x1.88; DMG x1.57; ARM x1.37
SEV-082,Warden-Fused Incident: Walker-Bone Ramparts,The Scrap-Yard Labyrinth,Walker-Bone Ramparts,28,Nexus Swarmers,Warden-Fused Nexus Swarmers,Support Variant 1,26,30,500,1135,40,73,10,15,15,22,20,29,1.2,1.32,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x2.27; DMG x1.84; ARM x1.47
SEV-082,Warden-Fused Incident: Walker-Bone Ramparts,The Scrap-Yard Labyrinth,Walker-Bone Ramparts,28,Scrap-Phalanx,Warden-Fused Scrap-Phalanx,Support Variant 2,6,30,280,4275,18,154,35,102,25,71,25,73,0.7,0.77,15,0,Turtle Shell; Scatter Strike requirement,HP x15.27; DMG x8.56; ARM x2.92
