event_id,event_title,world_map_location,map_category,sublocation,required_player_level,recommended_combat_rating,difficulty_kind,event_type,xp_reward,spawned_enemy_xp_reward,primary_variant,primary_standard_monster,support_variants,encounter_goal,trigger_rule,failure_state,hazard_profile,variant_mechanic,no_xp_policy,group_scaling,loot_item,loot_tier,item_slot,item_power,first_clear_reward,repeat_drop_rule,unique_perk,drop_chance_percent
SEV-104,Tide-Broken Incident: Mute Horizon Gate,The Phonetic Wastes,Ethereal & Abstract Zones,Mute Horizon Gate,30,32,Elite-Variant,Timed Defense,0,0,Tide-Broken Nexus Swarmers,Nexus Swarmers,Tide-Broken Aegis Carapace | Tide-Broken Tremor-Fiend,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Nexus Swarmers variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 30, player enters or completes a combat action inside Mute Horizon Gate, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Tide-Broken Fusion Race: two surviving clusters can fuse after 24 seconds instead of 30, creating an over-shielded Nexus Warden.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Mute Nexus Back Trophy,Mythic Relic,back trophy,741,Guaranteed first-clear: Mute Nexus Back Trophy pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Phonetic-type arenas, gain a short defensive or traversal proc after countering Nexus Swarmers mechanics. Does not increase XP gain.",12
SEV-105,Magnetized Incident: Shattered Syllable Basin,The Phonetic Wastes,Ethereal & Abstract Zones,Shattered Syllable Basin,30,32,Elite-Variant,Rift Incursion,0,0,Magnetized Venom-Spitter,Venom-Spitter,Magnetized Tremor-Fiend | Magnetized Nexus Swarmers,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 30, player enters or completes a combat action inside Shattered Syllable Basin, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Magnetized Corrosive Ricochet: reversed projectiles split once, rewarding precise counters but punishing mistimed reversal spam.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Shattered Battle-Tonic Schematic,Mythic Relic,consumable schematic,748,Guaranteed first-clear: Shattered Battle-Tonic Schematic pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Phonetic-type arenas, gain a short defensive or traversal proc after countering Venom-Spitter mechanics. Does not increase XP gain.",12
SEV-106,Sonic-Scarred Incident: Hillside Speaker Towers,The Reggae-Dub Oasis,Entertainment & Festival Hubs,Hillside Speaker Towers,30,32,Boss-Echo,Horde Compression,0,0,Sonic-Scarred Resonant Behemoth,Resonant Behemoth,Sonic-Scarred Aegis Carapace | Sonic-Scarred Venom-Spitter,"Break the Resonant Behemoth echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 30, player enters or completes a combat action inside Hillside Speaker Towers, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Sonic-Scarred Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Hillside Resonant Helmet,Mythic Relic,helmet,720,Guaranteed first-clear: Hillside Resonant Helmet pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Reggae-Dub-type arenas, gain a short defensive or traversal proc after countering Resonant Behemoth mechanics. Does not increase XP gain.",12
SEV-107,Glass-Hardened Incident: Point-of-Sale Barricades,The Reggae-Dub Oasis,Entertainment & Festival Hubs,Point-of-Sale Barricades,30,32,Elite-Variant,Mini-Boss Echo,0,0,Glass-Hardened Aegis Carapace,Aegis Carapace,Glass-Hardened Nexus Swarmers | Glass-Hardened Tremor-Fiend,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 30, player enters or completes a combat action inside Point-of-Sale Barricades, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Glass-Hardened Rotating Bulwark: frontal armor rotates 90 degrees after every vault punish, forcing alternating aerial and rear attacks.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Point-of-Sale Aegis Chest Armor,Mythic Relic,chest armor,727,Guaranteed first-clear: Point-of-Sale Aegis Chest Armor pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Reggae-Dub-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",12
SEV-108,Spore-Sick Incident: Dub-Bass Courtyard,The Reggae-Dub Oasis,Entertainment & Festival Hubs,Dub-Bass Courtyard,30,32,Elite-Variant,Traversal Gauntlet,0,0,Spore-Sick Nexus Swarmers,Nexus Swarmers,Spore-Sick Venom-Spitter | Spore-Sick Aegis Carapace,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Nexus Swarmers variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 30, player enters or completes a combat action inside Dub-Bass Courtyard, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Spore-Sick Fusion Race: two surviving clusters can fuse after 24 seconds instead of 30, creating an over-shielded Nexus Warden.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Dub-Bass Nexus Gauntlets,Mythic Relic,gauntlets,734,Guaranteed first-clear: Dub-Bass Nexus Gauntlets pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Reggae-Dub-type arenas, gain a short defensive or traversal proc after countering Nexus Swarmers mechanics. Does not increase XP gain.",12
SEV-109,Chrome-Maw Incident: Vendor Backline Camp,The Reggae-Dub Oasis,Entertainment & Festival Hubs,Vendor Backline Camp,30,32,Elite-Variant,Hazard Lockdown,0,0,Chrome-Maw Venom-Spitter,Venom-Spitter,Chrome-Maw Aegis Carapace | Chrome-Maw Tremor-Fiend,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 30, player enters or completes a combat action inside Vendor Backline Camp, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Chrome-Maw Corrosive Ricochet: reversed projectiles split once, rewarding precise counters but punishing mistimed reversal spam.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Vendor Venom-Spitter Greaves,Mythic Relic,greaves,741,Guaranteed first-clear: Vendor Venom-Spitter Greaves pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Reggae-Dub-type arenas, gain a short defensive or traversal proc after countering Venom-Spitter mechanics. Does not increase XP gain.",12
SEV-110,Eclipse-Synced Incident: Slow-Tempo Stage,The Reggae-Dub Oasis,Entertainment & Festival Hubs,Slow-Tempo Stage,30,32,Elite-Variant,Alliance Trial,0,0,Eclipse-Synced Tremor-Fiend,Tremor-Fiend,Eclipse-Synced Nexus Swarmers | Eclipse-Synced Aegis Carapace,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 30, player enters or completes a combat action inside Slow-Tempo Stage, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Eclipse-Synced Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Slow-Tempo Tremor-Fiend Cloak,Mythic Relic,cloak,748,Guaranteed first-clear: Slow-Tempo Tremor-Fiend Cloak pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique cloak; pity token after 8 eligible clears.,"Unique Perk: while inside Reggae-Dub-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",12
SEV-111,Overcharged Incident: Luxury Pier Ruins,The Wayfora Archipelago,Terrestrial Sanctuaries,Luxury Pier Ruins,30,32,Elite-Variant,Elite Ambush,0,0,Overcharged Tremor-Fiend,Tremor-Fiend,Overcharged Siphon-Ticks | Overcharged Iron-Jaw Hound,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 30, player enters or completes a combat action inside Luxury Pier Ruins, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","pressure shifts, tidal knockback, and slow-motion parry timing","Overcharged Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Luxury Tremor-Fiend Ring,Mythic Relic,ring,720,Guaranteed first-clear: Luxury Tremor-Fiend Ring pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Wayfora-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",12
SEV-112,Bark-Crowned Incident: Tidal Wash Arena,The Wayfora Archipelago,Terrestrial Sanctuaries,Tidal Wash Arena,30,32,Elite-Variant,Environmental Surge,0,0,Bark-Crowned Aegis Carapace,Aegis Carapace,Bark-Crowned Tremor-Fiend | Bark-Crowned Sylvan Juggernaut,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 30, player enters or completes a combat action inside Tidal Wash Arena, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","thermal flare cycles, fire-spout lanes, and rising hazard floors","Bark-Crowned Rotating Bulwark: frontal armor rotates 90 degrees after every vault punish, forcing alternating aerial and rear attacks.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Tidal Aegis Amulet,Mythic Relic,amulet,727,Guaranteed first-clear: Tidal Aegis Amulet pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique amulet; pity token after 8 eligible clears.,"Unique Perk: while inside Wayfora-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",12
SEV-113,Echo-Split Incident: Resort Reef Paths,The Wayfora Archipelago,Terrestrial Sanctuaries,Resort Reef Paths,30,32,Boss-Echo,Variant Hunt,0,0,Echo-Split Ivory Behemoth,Ivory Behemoth,Echo-Split Sylvan Juggernaut | Echo-Split Siphon-Ticks,"Break the Ivory Behemoth echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 30, player enters or completes a combat action inside Resort Reef Paths, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","pressure shifts, tidal knockback, and slow-motion parry timing","Echo-Split Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Resort Ivory Main-Hand Weapon,Mythic Relic,main-hand weapon,734,Guaranteed first-clear: Resort Ivory Main-Hand Weapon pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique main-hand weapon; pity token after 8 eligible clears.,"Unique Perk: while inside Wayfora-type arenas, gain a short defensive or traversal proc after countering Ivory Behemoth mechanics. Does not increase XP gain.",12
SEV-114,Rhythm-Warped Incident: Island-Hop Rope Route,The Wayfora Archipelago,Terrestrial Sanctuaries,Island-Hop Rope Route,31,33,Elite-Variant,Timed Defense,0,0,Rhythm-Warped Sylvan Juggernaut,Sylvan Juggernaut,Rhythm-Warped Iron-Jaw Hound | Rhythm-Warped Siphon-Ticks,Defeat the raised Sylvan Juggernaut variant and cleanse the triggered anomaly without allowing the mechanic stack to reach maximum intensity.,"Trigger only when player level >= 31, player enters or completes a combat action inside Island-Hop Rope Route, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","pressure shifts, tidal knockback, and slow-motion parry timing",Rhythm-Warped Regrowth: bark plating returns 35% faster unless players ignite or shatter three exposed root-nodes around Island-Hop Rope Route.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Island-Hop Sylvan Relic Core,Mythic Relic,relic core,759,Guaranteed first-clear: Island-Hop Sylvan Relic Core pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique relic core; pity token after 8 eligible clears.,"Unique Perk: while inside Wayfora-type arenas, gain a short defensive or traversal proc after countering Sylvan Juggernaut mechanics. Does not increase XP gain.",12
SEV-115,Grav-Torn Incident: Elemental Cove,The Wayfora Archipelago,Terrestrial Sanctuaries,Elemental Cove,31,33,Elite-Variant,Rift Incursion,0,0,Grav-Torn Gnarl-Maws,Gnarl-Maws,Grav-Torn Siphon-Ticks | Grav-Torn Aegis Carapace,Defeat the raised Gnarl-Maws variant and cleanse the triggered anomaly without allowing the mechanic stack to reach maximum intensity.,"Trigger only when player level >= 31, player enters or completes a combat action inside Elemental Cove, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","pressure shifts, tidal knockback, and slow-motion parry timing",Grav-Torn Anchor Bite: latch effects stack movement slow and temporarily disable sprint cancels until shaken off with a heavy slam.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Elemental Gnarl-Maws Class Mod,Mythic Relic,class mod,766,Guaranteed first-clear: Elemental Gnarl-Maws Class Mod pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique class mod; pity token after 8 eligible clears.,"Unique Perk: while inside Wayfora-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",12
SEV-116,Ablative Incident: Cracked Glass Dome,The Abyssal Trench,Forgotten Depths & Industrial Grids,Cracked Glass Dome,31,33,Elite-Variant,Horde Compression,0,0,Ablative Tremor-Fiend,Tremor-Fiend,Ablative Iron-Jaw Hound | Ablative Nexus Swarmers,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Tremor-Fiend variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 31, player enters or completes a combat action inside Cracked Glass Dome, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Ablative Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Cracked Tremor-Fiend Mount Cosmetic,Mythic Relic,mount cosmetic,738,Guaranteed first-clear: Cracked Tremor-Fiend Mount Cosmetic pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique mount cosmetic; pity token after 8 eligible clears.,"Unique Perk: while inside Abyssal-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",12
SEV-117,Phase-Bound Incident: Pressure-Slow Arena,The Abyssal Trench,Forgotten Depths & Industrial Grids,Pressure-Slow Arena,31,33,Elite-Variant,Mini-Boss Echo,0,0,Phase-Bound Scrap-Stalker,Scrap-Stalker,Phase-Bound Tremor-Fiend | Phase-Bound Nexus Warden,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 31, player enters or completes a combat action inside Pressure-Slow Arena, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows",Phase-Bound Pounce Chain: each successful pin primes a second hydraulic leap unless interrupted by a perfect parry or ally break.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Pressure-Slow Scrap-Stalker Weapon Skin,Mythic Relic,weapon skin,745,Guaranteed first-clear: Pressure-Slow Scrap-Stalker Weapon Skin pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique weapon skin; pity token after 8 eligible clears.,"Unique Perk: while inside Abyssal-type arenas, gain a short defensive or traversal proc after countering Scrap-Stalker mechanics. Does not increase XP gain.",12
SEV-118,Venom-Laced Incident: Leaking Airlock Run,The Abyssal Trench,Forgotten Depths & Industrial Grids,Leaking Airlock Run,31,33,Elite-Variant,Traversal Gauntlet,0,0,Venom-Laced Nexus Swarmers,Nexus Swarmers,Venom-Laced Scrap-Stalker | Venom-Laced Scrap-Phalanx,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Nexus Swarmers variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 31, player enters or completes a combat action inside Leaking Airlock Run, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Venom-Laced Fusion Race: two surviving clusters can fuse after 24 seconds instead of 30, creating an over-shielded Nexus Warden.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Leaking Nexus Back Trophy,Mythic Relic,back trophy,752,Guaranteed first-clear: Leaking Nexus Back Trophy pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Abyssal-type arenas, gain a short defensive or traversal proc after countering Nexus Swarmers mechanics. Does not increase XP gain.",12
SEV-119,Warden-Fused Incident: Deep Signal Relay,The Abyssal Trench,Forgotten Depths & Industrial Grids,Deep Signal Relay,31,33,Elite-Variant,Hazard Lockdown,0,0,Warden-Fused Nexus Warden,Nexus Warden,Warden-Fused Nexus Swarmers | Warden-Fused Aegis Carapace,Defeat the raised Nexus Warden variant and cleanse the triggered anomaly without allowing the mechanic stack to reach maximum intensity.,"Trigger only when player level >= 31, player enters or completes a combat action inside Deep Signal Relay, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows",Warden-Fused Beam Lattice: the Warden marks three floor lanes; crossing two marked lanes detonates the player’s current combo meter.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Deep Battle-Tonic Schematic,Mythic Relic,consumable schematic,759,Guaranteed first-clear: Deep Battle-Tonic Schematic pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Abyssal-type arenas, gain a short defensive or traversal proc after countering Nexus Warden mechanics. Does not increase XP gain.",12
SEV-120,Sovereign-Touched Incident: Trench Observation Ring,The Abyssal Trench,Forgotten Depths & Industrial Grids,Trench Observation Ring,31,33,Boss-Echo,Alliance Trial,0,0,Sovereign-Touched Null Anomaly,Null Anomaly,Sovereign-Touched Aegis Carapace | Sovereign-Touched Tremor-Fiend,"Break the Null Anomaly echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 31, player enters or completes a combat action inside Trench Observation Ring, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Sovereign-Touched Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Trench Null Helmet,Mythic Relic,helmet,766,Guaranteed first-clear: Trench Null Helmet pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Abyssal-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",12
SEV-121,Data-Forged Incident: Psychoacoustic Summit Path,The Resonant Peaks,Ethereal & Resonant Zones,Psychoacoustic Summit Path,31,33,Elite-Variant,Elite Ambush,0,0,Data-Forged Venom-Spitter,Venom-Spitter,Data-Forged Aegis Carapace | Data-Forged Nexus Swarmers,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 31, player enters or completes a combat action inside Psychoacoustic Summit Path, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Data-Forged Corrosive Ricochet: reversed projectiles split once, rewarding precise counters but punishing mistimed reversal spam.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Psychoacoustic Venom-Spitter Chest Armor,Mythic Relic,chest armor,738,Guaranteed first-clear: Psychoacoustic Venom-Spitter Chest Armor pattern token + Mythic Relic crafting imprint.,Repeat clear: 12% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Resonant-type arenas, gain a short defensive or traversal proc after countering Venom-Spitter mechanics. Does not increase XP gain.",12
